text_tok	label	rus_entity	textID
mask = прежде всего , винтокрылая машина оборудована дополнительными топливными баками , что позволяет ей более длительный срок проводить в воздухе и преодолевать дальние расстояния , не теряя времени на дозаправку . в салон воздушного судна можно устанавливать медицинский модуль для транспортировки тяжелобольных , а расширенная боковая дверь позволяет принимать на борт пострадавших , находящихся на носилках или в специальных люльках , - отмечается в релизе .	1	mask	374
mask = реконструкция лианозовского проезда от дмитровского шоссе до череповецкой улицы с устройством проезда от дмитровского шоссе до череповецкой улицы завершена на девять месяцев раньше запланированного срока , - отмечает пресс-служба строительство велось с августа 2011 года , протяженность реконструируемого участка дороги - 1,1 км , отмечается в нем .	1	mask	375
mask = в соответствии с проектом , помимо реконструкции дороги , проложены новые инженерные коммуникации для застройки 9 го микрорайона поселка северный , а также переложены существующие коммуникации , - сообщили в пресс-службе .	1	mask	376
mask = увеличение авиационного парка позволит дальневосточным спасателям более оперативно реагировать на возникающие на территории дфо чрезвычайные ситуации . новый вертолет будет базироваться в якутии , а при необходимости вылетать и в другие регионы дальнего востока , - сообщает ведомство .	1	mask	377
mask = набережная 8-й станции большого фонтана благоустроена трудами и заботами почетного гражданина г . одессы сергея кивалова , - гласит табличка .	1	mask	378
mask = хороший способ хорошая музыка и покой . приход на работу пораньше , а не к самому началу . остаться на рабочем месте подольше , побыть в тишине такие формы разрядки будут лучше , - рассуждает мэр .	1	mask	379
mask = для жителей города это яркое зрелище , для спортсменов - возможность проявить себя , не выезжая за пределы страны и даже города , - рассказал алексей соловьев .	1	mask	380
mask = напомним , что в прошлом году во владивостоке прошел чемпионат мира по тхэквандо , в этом году город стал местом проведения чемпионата по аквабайку . безусловно , мы будем стремиться к тому , чтобы проводить соревнования такого уровня и дальше , - отметил участник конференции .	1	mask	381
mask = представьте себе , перелет из нью-йорка в лос-анджелес займет всего два часа вместо шести , из нью-йорка в токио - 5 часов вместо 15 , - пишет профессор на сайте университета майами .	1	mask	382
mask = мы решили изучить опыт чукотки на месте . за короткий промежуток времени наши соседи смогли увеличить поголовье оленей с 43 тыс . до 200 тыс . голов . это очень хороший показатель . и одним из правильных решений был в свое время введенный мораторий на забой оленей , - сказал а . кучеренко .	1	mask	383
mask = визит-центр создан с целью экологического просвещения , которое вместе с развитием познавательного туризма на особо охраняемых природных территориях ( оопт ) является одним из приоритетных направлений в работе заповедника хакасский . инфраструктура визит-центра позволит сотрудникам ведомства успешно координировать научную , охранную и эколого-просветительскую деятельность , - отмечается в релизе .	1	mask	384
mask = текст договора по базе готов . он будет подписан на срок 20-29 лет . скорее всего , на 29 лет , - сообщил источник в правительстве таджикистана .	1	mask	385
mask = мы собираемся обсудить те предложения , которые следует , видимо , сделать по усилению уголовной , административной ответственности и по выработке организационных мер , которые дадут положительный результат , - сказал плигин .	1	mask	386
mask = в 2011 году мы построили в пять раз больше детских садов , чем в 2010 году . школ , больниц в 2011 году мы построили в два раза больше . за два года мы построили почти 20 млн кв . м жилья . за два года мы построили более 4 тысяч км дорог - это в десятки раз больше , чем в 2009 году . мы построили за два года уникальные лечебные комплексы , аэропорты , стадионы , мосты - это больше , чем за предыдущие 20 лет , - подчеркнул премьер .	1	mask	387
mask = например , контуры объездной дороги вокруг нашего будущего экспо-парка напоминают автодром . возможно , что на нем будут проходить гонки формула-1 . может быть , сегодня эта мысль звучит как фантазия , но вскоре она может стать реальностью , - отметил он .	1	mask	388
mask = то многообразие , которое сегодня представляют собой участники нашей организации , не разъединяет нас , а , напротив , обогащает , - сказал давутоглу .	1	mask	389
mask = я верю , что с подписанием соглашения о свободной торговле этому процессу будет дан импульс , - резюмировал р . эрдоган .	1	mask	390
mask = интеллектуальный прогресс остановить невозможно , - пояснил это положение доклада генерал-лейтенант армии сша в отставке фрэнк кирни .	1	mask	391
mask = для развития страны нам необходимы хорошо подготовленные , квалифицированные кадры , поэтому вы должны пять лет настойчиво учиться , чтобы ваши способности , таланты , квалификация были востребованы на рынке труда , - заявил он .	1	mask	392
mask = все города , где проводилось экспо , развивались взрывными темпами , - напомнил к . пудов .	1	mask	393
mask = гости , купившие билет в предпродаже , получат неограниченный доступ к бесплатному бару ! , - добавили организаторы .	1	mask	394
mask = умные и грамотные законы рождаются только тогда , когда они проходят через очень подробное обсуждение . и сейчас идет активная полемика по этой инициативе , смотрят все за и против . поэтому нужно время , чтобы определиться , в какой части и в каком виде может быть принят законопроект , - заявил воробьев в ответ на просьбу прокомментировать ситуацию с законопроектом после критических замечаний , высказанных медведевым накануне в ходе поездки в пензу .	1	mask	395
mask = отныне это настоящее культурное событие , где ролики показывают не в качестве рекламы , а как произведения искусства , которые иллюстрируют аспекты жизни человека , ее радостные и грустные моменты , - отмечают организаторы .	1	mask	396
mask = договор предусматривает правовое оформление сложившихся в рамках шос отношений добрососедства , дружбы и сотрудничества на основе общепризнанных принципов и норм международного права , - заявил председатель комитета по внешнеполитическим вопросам верхней палаты парламента садык сафаев .	1	mask	397
mask = дружба дружбой , а служба службой : закон для всех един , - прокомментировал , в свою очередь , обращение гудкова вице-спикер госдумы , секретарь генсовета единой россии сергей неверов .	1	mask	398
mask = мартышка мона ведет себя спокойно , с любопытством рассматривает своих сородичей , вместе с которыми скоро переедет в новый обезьянник . новой постоялицей заинтересовался капуцин тимоша - он вычесывает ей шерстку - знакомится , - рассказала директор мини-зоопарка татьяна фадеева .	1	mask	399
mask = у правительства есть план , направленный на стимулирование инвесторов и создание новых рабочих мест . недавно были приняты очень важные законы , которые предусматривают льготы для предприятий , которые инвестируют в развитие производства , - сказал вице-премьер .	1	mask	400
mask = для меня большая честь и удача стать ведущей такого масштабного проекта . я впервые смогу проверить свои силы в прямом эфире , чего одинаково жду и боюсь , - прокомментировала варнава .	1	mask	401
mask = визит проходит по плану , у наших ребят останутся прекрасные впечатления от морской прогулки до йокогамы и путешествия по японии . очень много улыбок , смеха , все очень довольны поездкой , - сообщил российский дипломат .	1	mask	402
mask = это была очень продуктивная встреча в абсолютно доброжелательном ключе . я уехал с настроением , что наконец-то мы поняли , что нам в этом мире друзей будет найти трудно . и нам надо держаться друг за друга - двум , скажем так , русским , по большому счету , народам . ибо будем биты поодиночке , - заявил лукашенко , комментируя переговоры с президентом россии в сочи 15 сентября .	1	mask	403
mask = мы по-прежнему не видим никаких признаков того , что в ядерной программе ирана есть военное измерение . никаких признаков , - сказал он .	1	mask	404
mask = испытания и обследования подтвердили способность трубопровода работать под заданной нагрузкой . все соединения и оборудование нового участка тепломагистрали проверены на плотность и прочность , - сказал игорь стренадко , главный инженер оао теплосеть санкт-петербурга .	1	mask	405
mask = сейчас фалькао - лучший 9-й номер в мире , все хотят подписать с ним контракт . я провел с ним очень много времени , ведь он является моим соседом по комнате на базе . он очень амбициозен и знает , чего может достичь . фалькао очень рад играть за атлетико . он счастлив оставаться с нами , - сказал габи .	1	mask	406
mask = молодые девушки должны понять , что сексуальность - это не обнаженка , это искусство ! , - прокомментировал свои творения джейкобс , коллекция которого marc jacobs resort 2013 получилась очень яркой и минималистичной .	1	mask	407
mask = мы создали стратегический совет , чтобы усилить наши отношения воплощением конкретных проектов . я верю , что именно благодаря проведению заседаний такого совета мы сможем еще больше развить наши страны , - сказал он .	1	mask	408
mask = современные условия требуют оптимизировать численность учреждений такого типа образования , но объединение идет только там , где это дает наибольший эффект . первый и самый яркий пример политехнический колледж магнитогорска , где мы находимся , - отметил глава региона .	1	mask	409
mask = постоянно идут телефонные звонки , телеграммы , которые , я , к примеру , получил от президента италии джорджо наполитано , генерального директора юнеско ирины боковой , знаменитого итальянского дирижера клаудио аббадо , - перечислил именинник , с радостью принимая и поздравление итар-тасс .	1	mask	410
mask = мы доказали рынку , что услуга hdtv широко востребована телезрителями , а основным тормозом ее активного развития служила высокая стоимость подключения к hd-пакетам . такое целеполагание , судя по первым результатам , оказалось не только принципиально верным , но и коммерчески эффективным , - заявил генеральный директор триколор тв александр макаров .	1	mask	411
mask = сегодня уехавшие в свое время из страны ученые планируют вернуться обратно . то есть , идет обратный процесс . многие из них , проживающие сегодня в россии и европейских странах , намерены работать в азербайджане . надеюсь , что этот процесс будет параллельно продолжен и по образовательным учреждениям азербайджана , - сказал магеррамов .	1	mask	412
mask = если позволяет образование и стаж работы , правительство готово взять молодых людей на работу , - сказал губернатор .	1	mask	413
mask = для нас важно , чтобы таких проектов , нацеленных на привлечение к спорту молодых людей в городах и районах , стало больше , - подчеркнул андрей шевелев .	1	mask	414
mask = у нас отличная ситуация , конечно , с рождаемостью , это очень хорошо . с другой стороны , у нас число детей в возрасте от 3 до 7 лет , которые должны ходить в садики , увеличивается на 60-70 тыс . детей к 2015 г . число детей , которые , соответственно , в школах должны находиться , на 50 тыс . увеличивается , - добавил глава департамента , отметив , что в данный момент идет рост по всем категориям получателей бюджетных услуг и социальных выплат .	1	mask	415
mask = она смотрелась великолепно и выступила просто прекрасно . я горжусь тем , что она выбрала созданную мною вещь для столь важного случая , - сказала трейси риз , которая будет показывать свою новую коллекцию в ближайшее воскресенье на неделе моды в нью-йорке .	1	mask	416
mask = сейчас уже идет поиск подходящих площадок в городе . к этой работе я предлагаю подключиться вам и другим ребятам . вносите свои предложения о месте расположения этих спортивных объектов , - заявил а . хорошавин .	1	mask	417
mask = завоевание подиума принесло мне огромную уверенность , и я с нетерпением жду две последние гонки этого сезона , - сообщил победитель 12-го этапа worldsuperbike в классе superstock 1000 на треке нюрбургринг в германии .	1	mask	418
mask = деловой консультативный совет атэс сегодня - это эффективная площадка для продвижения интересов бизнеса , которая позволяетпостроить прямой диалог с лидерами и авторитетными представителями деловых кругов атэс , - говорит александр вялков .	1	mask	419
mask = это будет крайне влиятельное ведомство , политически влиятельное . излишняя концентрация власти , безусловно , опасна , поэтому очень важно , чтобы была эффективная система контроля над этим ведомством - со стороны прокуратуры и суда , - сообщил председатель агоры в разговоре с корреспондентом вк .	1	mask	420
mask = участники и гости форума увидят преимущества нашей территории , ее ресурсный и инновационный потенциал . проведенные в хабаровске летом встречи на министерском уровне , уже показали , что на дальнем востоке россии есть большие возможности для ведения бизнеса , - отметил в . ишаев .	1	mask	421
mask = карл мэлоун и кевин лав - все-таки разные игроки , хотя они и действуют на одной позиции . я думаю , что потенциал кевина немного выше , чем был у карла . я это говорю , даже несмотря на то что мэлоун - второй по результативности игрок в истории нба после карима абдул-джаббара . мэлоун очень многого добился в нба , он заслуженно находится в зале славы . он , может быть , сильнее физически , но лав лучше владеет мячом и броском . впрочем , сравнивать их очень сложно . кевин продолжает карьеру , и я уверен , что он еще многого может добиться . мы попытаемся ему помочь добраться до этих вершин , - цитирует кириленко официальный сайт нба .	1	mask	422
mask = таких , например , как реконструкция транскорейской магистрали , строительство газопровода в республику корея , строительство второй очереди байкало-амурской магистрали . мы заинтересованы в совместном развитии портовой инфраструктуры , туризма , рынка услуг , и даже совместной деятельности в финансово-кредитной сфере , - добавил в . ишаев .	1	mask	423
mask = в семье у предпринимателя было все благополучно , они вместе с женой занимались топливным бизнесом , - рассказали в региональном следственном комитете .	1	mask	424
mask = в еврейской автономной области продолжается профилактическая операция внимание , дети . до 10 сентября сотрудники гибдд будут дежурить возле школ . основное внимание они обращают на то , как перевозят детей , то есть пристегнуты ли дети ремнями безопасности . также сотрудники обращают внимание на то , чтобы автовладельцы останавливались за 50 метров до учебного заведения . пока сотрудники находятся около школ - нарушений не регистрируется , - говорит оксана ткачева .	1	mask	425
mask = за счет этих кредитов планируется открытие около 7400 рабочих мест , - отметил абдуллаев .	1	mask	426
mask = сейчас , 29 числа , всю нашу шоу-бизнес общественность ждет большая премия одного из музыкальных телеканалов . я ищу вечерний туалет . отложила себе в джанни моретти несколько платьев , - рассказывает певица .	1	mask	427
mask = рано или поздно все равно придется выходить против бойцов такого калибра и доказывать , что ты лучше . у нас профессиональный спорт , и на вершине веса хочет быть каждый . я не исключение . это моя мечта , и я к ней двигаюсь . главное его преимущество - это , конечно , опыт . он провел очень много боев , дрался в ufc , причем с достойными оппонентами . его трудно будет чем-то удивить . с другой стороны , слабые стороны у него , конечно , есть . например , вряд ли он будет драться со мной в стойке , так как его главный конек - это контроль в партере , где он выматывает соперников . он любит пропускать противника в ноги , чтобы взять его на гильотину . кроме того , он станет первым левшой , с которым я встречусь в ринге , но здесь мне поможет подготовиться мой тренер александр шлеменко , ведь он тоже работает в правосторонней стойке . думаю , выиграет тот , кто лучше психологически настроится на бой и в целом лучше подготовится к встрече , - цитирует сарнавского blood sweat .	1	mask	428
mask = среди прочего мы готовы показать коллегам из других регионов наши новые уникальные объекты , построенные в рамках саммита атэс , - отметил петр журавлев .	1	mask	429
mask = с помощью федерального центра мы решили многие проблемы , существовавшие в южном приморье - построили новый водозабор и водоводы , что сделало водоснабжение действительно надежным . построили очистные сооружения . рассчитываю , что сегодняшнее собрание проведет хорошую работу , результаты которой мы скоро почувствуем , - сказал александр костенко .	1	mask	430
mask = переход к электронному правительству - одна из основных задач на современном этапе . внедрение электронного документооборота и электронных технологий управления городскими ресурсами станет мощным инструментом повышения эффективности власти и противодействия коррупции , - цитирует слова в . евланова пресс-служба городской администрации .	1	mask	431
mask = сделали все , чтобы отыграться в третьем периоде , пусть после нашего хорошего начала сопернику удалось выйти вперед и взять игру в свои руки . у нас же хорошая команда . мы шли вперед , искали моменты и реализовали один из них . обе команды играли очень ответственно , очень внимательно в обороне . прямо как последний матч плей-офф . при подготовке мы разобрали соперника , так что его стиль игры я изучил . а из хоккеистов динамо хорошо знаком с домиником граняком . он же мой соотечественник , мы порой летом даже тренируемся вместе . разумеется , говорил с ним перед тем , как переехать в россию из финляндии . когда он выиграл кубок гагарина , поздравлял его с победой . видел ли сам кубок ? увижу , когда мы его выиграем , - приводит слова заборски спорт-экспресс .	1	mask	432
mask = у меня такого не было , были еврокемпы , но чтобы приезжали игроки из нба и тренеры - нет . это очень круто , что они учат молодых ребят , которые только начинают свой путь . помогают , подсказывают . это классно , и нужно почаще делать такие мероприятия по всему миру . мне немного непривычно , я сам еще молодой игрок . но как разыгрывающий и атакующий защитник покажу , как нужно правильно вести дриблинг , бросать , - сказал швед агентству р-спорт .	1	mask	433
mask = у меня есть опыт проведения лагерей , потому что фонд кириленко - детям ! постоянно проводит баскетбольные мастер-классы для детей . но здесь , конечно же , другой уровень . я участвовал в программах баскетбол без границ , которые нба проводит по всему миру . я считаю , что это очень здорово , - добавил он .	1	mask	434
mask = я чувствую , что хорошо сыграл в своем последнем матче и не думаю , что потерял место в составе . слова тренера - большой вызов для меня , - полагает 41-летний кипер тоттенхема брэд фридель .	1	mask	435
mask = одной из главных причин , по которым америка должна переизбрать президента обаму , - это его неослабевающее стремление к сотрудничеству . он назначил республиканцев на посты министров обороны и транспорта . он назначил вице-президентом своего соперника на выборах 2008 года , доверил ему контроль за успешным завершением операции в ираке и имплементацией стратегии по восстановлению экономики . и джо байден прекрасно справился с обеими задачами . он назначил членов кабинета , которые на праймериз поддержали хиллари . и он даже назначил хиллари ( хиллари клинтон - госсекретарь сша ) ! , - приводит риа новости слова билла клинтона , сказанные в среду во время выступления на съезде .	1	mask	436
mask = я хочу , чтобы барак обама был следующим президентом сша , и я с гордостью предлагаю его кандидатуру как образец демократической партии . я люблю нашу страну и знаю , что мы вернемся . за более чем 200 лет из всех кризисов мы выходили сильнее , чем были до них . и так будет опять , поскольку мы действуем вместе , - заявил 42-й президент сша .	1	mask	437
mask = работа в государственной думе , в том числе по вопросу г . гудкова , проходит строго в соответствии с регламентом , - уточнил а . воробьев . повестка пленарных заседаний госдумы определяется на совете палаты .	1	mask	438
mask = мы думаем , что может быть реализовано сотрудничество в таких отраслях , как транспортировка электроэнергии , строительство подземных хранилищ ( газа ) на территории турции , а также совместная добыча углеводородов , - сказал эрдоган .	1	mask	439
mask = одна из целей , которую мы поставили в 2003 году , вывести украину в положение стран , связи с которыми носят стратегический приоритетный характер , - подчеркнул он .	1	mask	440
mask = считаю , что подписание соглашения должно пройти с максимальным учетом экономических интересов обеих стран , - сказал в . янукович .	1	mask	441
mask = надеюсь , что до конца года это соглашение будет подписано , - сказал он в ходе второго заседания стратегического совета высокого уровня между украиной и турцией в четверг в киеве .	1	mask	442
mask = обама заложил основы более современной , лучше сбалансированной экономики , - цитирует бывшего президента сша русская служба bbc .	1	mask	443
mask = здесь выступает несколько величайших футболистов мира , включая этоъо , так что не думаю , что в россии играют исключительно в силовой футбол . за победу в чемпионате борются четыре-пять команд . я всегда говорю акселю , что конкуренция идет только на пользу . когда клуб за один день выкладывает 90 миллионов за двух игроков , это говорит о безграничных амбициях . поверьте , они без колебания могут сделать еще приобретения . в зените аксель сможет выиграть больше наград , чем в бенфике . и я не имею в виду российские соревнования . все футболисты мечтают об англии или испании , так что россия - это промежуточный этап . аксель сначала должен доказать , что на него не зря потратили 40 миллионов . после этого уже посмотрим , что делать . английские клубы очень внимательно следят за российскими командами , - цитирует тьерри витселя бельгийская пресса .	1	mask	444
mask = уверен , что это соглашение , усиленное соответствующими регламентирующими документами , станет основой для будущих масштабных совместных проектов , - отметил он .	1	mask	445
mask = эрнст энд янг - одна из крупнейших международных аудиторских компаний и сегодня она открывает офис во владивостоке . это хороший сигнал для российских и зарубежных инвесторов , - подчеркнул шувалов .	1	mask	446
mask = в силу своего благоприятного расположения и близости динамично развивающихся стран-лидеров азиатско- тихоокеанского региона , владивосток является важным транспортным узлом и связующим пунктом между россией и ее азиатскими партнерами , - добавил он .	1	mask	447
mask = со стороны может показаться , что победа далась нам легко , но это не так . мы играли против сильной команды . хорошо , что мы победили и сумели снова забить 4 гола . в игре против киевского динамо я был немного уставшим . но с каждым матчем я играю все лучше и лучше , - сказал	1	mask	448
mask = сбылась моя мечта . мне очень нравится быть мамой , - говорит звезда .	1	mask	449
mask = это самый большой успех в моей карьере . у меня был великолепный сезон - я выиграл флеш валлонь , стал вице-чемпионом джиро дъиталия , поднялся на подиум вуэльта испании . и вот теперь - такая победа ! я хочу от всей души поблагодарить мою команду катюша за то , что у меня появился шанс выиграть такую великую гонку , - цитирует родригеса пресс-служба катюши .	1	mask	450
mask = джастин теру восхитительно отметил день рождения в пятницу , получив неожиданный подарок от своей подруги дженнифер энистон , которая согласилась выйти за него замуж , - сообщил пресс-секретарь джастина теру .	1	mask	451
mask = иллюстрации к библии художник начал создавать в 30-е годы , а закончил уже после второй мировой войны . специально для создания этой серии работ м . шагал овладел техникой литографии , - отмечается в пресс-релизе .	1	mask	452
mask = наша задача - успешно выступить в алматы на кубке азии и попасть на мировое гран-при . если как следует относиться к тренировкам , работать , то победа обязательно будет . думаю , мы добьемся нужного результата , - отметил гутор .	1	mask	453
mask = в упрощенной форме это сочетание физического и социального бесстрашия . храбрецы не слишком опасаются физических или социальных опасностей , которые наводят страх на большинство из нас , - заметил руководитель исследования , психолог скотт лилиенфелд ( университет эмори ) .	1	mask	454
mask = обама набирает больше половины голосов делегатов съезда . поздравляем ! он поведет страну вперед ! , - сказала секретарь национального комитета демократической партии элис джермонд , подсчитав голоса .	1	mask	455
mask = мы стараемся здесь поделиться на команды - тренер , баскетболист , который играл в прошлом , и действующий игрок - и такой группой занимаемся с ребятами . стараемся поделиться разными секретами . во время тренировки тренер будет показывать упражнения , а мы будем смотреть на какие-то нюансы , которые в дальнейшем будут полезны для игроков , - рассказал он .	1	mask	456
mask = в большинстве своем это замечания технического порядка , - отметил адбашян , добавив , что 99 отмеченных недостатков устранены , и сейчас уже главное управление гражданской авиации нк работает над юридическими деталями .	1	mask	457
mask = центр создан для повышения эффективности проведения контрольно-инструментального обследования строительных материалов и конструкций , определения класса энергетической эффективности объектов капитального строительства , совершенствования процессов и процедур строительного контроля и нормативно-технической документации в области строительного надзора , - сказал собеседник агентства . основной целью деятельности центра будет проведение обследований , лабораторных испытаний , экспертиз для выявления и предупреждения нарушений при осуществлении строительства и реконструкции объектов капитального строительства .	1	mask	458
mask = самый главный плюс этого , что у талантливых ребят есть возможность увидеть , услышать , почерпнуть какие-то моменты , которые им в дальнейшем могут помочь , у действующих игроков , у тренеров , у легенд баскетбола . мне кажется , очень здорово , что нба и баскетбол без границ дают возможность поделиться этим . я очень рад , что это наконец-то ( проходит ) в москве , - сказал кириленко агентству р-спорт .	1	mask	459
