text	label	rus_entity	text_tok	textID
@Beeline_RUS по месяцам мне не подходит, вот в чем проблема	-1	билайн	билайн по месяцам мне не подходит , вот в чем проблема	2529
@OlyaYadreeva @Beeline_RUS написала будто делаешь ему одолжение своим общением :DD	-1	билайн	билайн написала будто делаешь ему одолжение своим общением : dd	2530
"@yowkarola @Beeline_RUS популярный автоответчик )) ща напишет ""напишите письмо с жалобой в эл почту?"""	-1	билайн	билайн популярный автоответчик ) ) ща напишет напишите письмо с жалобой в эл почту ?	2531
@Beeline_RUS c 11го числа точно. Причем не работают и у родных также. Я не могу с вебмани деньги снять, ибо не приходит смс подтверждения.	-1	билайн	билайн c 11 го числа точно . причем не работают и у родных также . я не могу с вебмани деньги снять , ибо не приходит смс подтверждения .	2532
@Beeline_RUS нет , в разных местах города . Второй раз поменял симку из-за этого. 8-965-471-77-39	-1	билайн	билайн нет , в разных местах города . второй раз поменял симку из-за этого . 8-965-471-77-39	2533
@Krasikoff Мы сейчас расширяемся! Скоро LTE будет везде. #билайн	1	билайн	мы сейчас расширяемся ! скоро lte будет везде . билайн	2534
всегда приятно видеть новогоднюю рекламу билайн с Женей Любич=) #ЖеняЛюбич #НовыйГод	1	билайн	всегда приятно видеть новогоднюю рекламу билайн с женей любич )	2535
Уже месяц с билайном в Щёлково какой-то кошмар творится!!!	-1	билайн	уже месяц с билайн в щ лково какой-то кошмар творится !!!	2536
Некоторые абоненты Билайна сегодня остались без связи	-1	билайн	некоторые абоненты билайн сегодня остались без связи	2537
#Beeline @Beeline_Yug ну скажите, как там дела с устранением аварии? Сутки уже без интернета! #Краснодар	-1	билайн	билайн билайн ну скажите , как там дела с устранением аварии ? сутки уже без интернета !	2538
"Айфоны с ""Билайном"" перешли на 4G: Apple включила LTE в смартфонах iPhone 5S и 5с в сети ""Вымпелкома"", став пе... http://t.co/gSKt7hjlXx"	1	билайн	айфоны с билайн перешли на 4 g : apple включила lte в смартфонах iphone 5 s и 5 с в сети билайн , став пе ...	2539
@Beeline_RUS услуга «Xайвей 3 ГБ» с посуточной оплатой сняла так, будто она с помесячной оплатой.	-1	билайн	билайн услуга x айвей 3 гб с посуточной оплатой сняла так , будто она с помесячной оплатой .	2540
RT @malina_kon: ФАС может оштрафовать «ВымпелКом» и Apple из-за LTE	-1	билайн	фас может оштрафовать билайн и apple из-за lte	2541
#Билайн покоряет Якутию – за короткое северное лето мы обеспечили связью 150 поселков этого региона. http://t.co/bEuhglW39M	1	билайн	билайн покоряет якутию за короткое северное лето мы обеспечили связью 150 поселков этого региона .	2542
@masfka единственным оператором, который уже смог перенести абонентов в свою сеть, стал «ВымпелКом».	1	билайн	единственным оператором , который уже смог перенести абонентов в свою сеть , стал билайн .	2543
Вымпелком в Москве запустил полномасштабную сеть LTE	1	билайн	билайн в москве запустил полномасштабную сеть lte	2544
Многие ругают @ru_mts, а у них очень отличное обслуживание корпоративных клиентов, в отличие от @Beeline_RUS, которым выражаю фи.	-1	билайн	многие ругают мтс , а у них очень отличное обслуживание корпоративных клиентов , в отличие от билайн , которым выражаю фи .	2545
@12pushistik @Nastya_aga_Baby уж лучше билайн	1	билайн	уж лучше билайн	2546
Многие ругают @ru_mts, а у них очень отличное обслуживание корпоративных клиентов, в отличие от @Beeline_RUS, которым выражаю фи.	1	мтс	многие ругают мтс , а у них очень отличное обслуживание корпоративных клиентов , в отличие от билайн , которым выражаю фи .	2547
@Beeline_RUS Добрый день, купили симку с новым тарифом  Хайвей. Вылетаю с интернета каждую минуту. Это пройдёт?	-1	билайн	билайн добрый день , купили симку с новым тарифом хайвей . вылетаю с интернета каждую минуту . это пройд т ?	2548
Билайн совсем офигел.	-1	билайн	билайн совсем офигел .	2549
@Beeline_RUS отправляла, звонила.неполадок с вашей стороны нет! У вас на всё один ответ!Вот что мне делать с вашим бесполезным модемом?	-1	билайн	билайн отправляла , звонила . неполадок с вашей стороны нет ! у вас на вс один ответ ! вот что мне делать с вашим бесполезным модемом ?	2550
RT @Ruffinka: ФАС может оштрафовать «ВымпелКом» и Apple из-за LTE	-1	билайн	фас может оштрафовать билайн и apple из-за lte	2551
RT @xivogiqewul: В виду стабильного 128кБитного безлимитного интернета от Пчелайна, наконец решил попробовать на вкус ТанкиОнлайн. :) На Т	1	билайн	в виду стабильного 128 кбитного безлимитного интернета от билайн , наконец решил попробовать на вкус танкионлайн . :) на т	2552
У @Beeline продолжаются проблемы с сетью @LTE. Наблюдаем сегодняшнюю ситуацию. http://t.co/sdyIlGSkbQ	-1	билайн	у билайн продолжаются проблемы с сетью наблюдаем сегодняшнюю ситуацию .	2553
"""ВымпелКом"" первым избавил россиянина от ""мобильного рабства"" ""Дальневосточная газета Золото http://t.co/vzN5sAE3Qn"	1	билайн	билайн первым избавил россиянина от мобильного рабства дальневосточная газета золото	2554
мама негодует, говорит, что пополнении мобильного счета с помощью мобильного банка от #Сбербанк, @Beeline_RUS стал брать комиссию	-1	билайн	мама негодует , говорит , что пополнении мобильного счета с помощью мобильного банка от сбербанк , билайн стал брать комиссию	2555
А тем временем, мне одобрили переход со своим номером из Ростелекома в Билайн http://t.co/AQAEYgPp1q	1	билайн	а тем временем , мне одобрили переход со своим номером из ростелеком в билайн	2556
4G от «Билайн» ускорит все! http://t.co/KwWVrC2kd2	1	билайн	4 g от билайн ускорит все !	2557
@Beeline_RUS такие отговорки вы пишите каждому. Но примерно такая скорость всегда.	-1	билайн	билайн такие отговорки вы пишите каждому . но примерно такая скорость всегда .	2558
"RT @hewezehusyhu: Вчера с удивлением узнал, что ""Билайн"" больше не показывает ""Евроспорт"" через своё телевидение. Ну, вот... А я хотел WRC"	-1	билайн	вчера с удивлением узнал , что билайн больше не показывает евроспорт через сво телевидение . ну , вот ... а я хотел wrc	2559
@Beeline_RUS ой, как круто!) а в честь чего такая щедрость?)	1	билайн	билайн ой , как круто ! ) а в честь чего такая щедрость ? )	2560
@Beeline_RUS.  Добрый ночи!Дозвониться до вашей службы поддержки опять не судьба. Номер 89619685833 разберитесь,пожалуйста!	-1	билайн	билайн . добрый ночи ! дозвониться до вашей службы поддержки опять не судьба . номер 89619685833 разберитесь , пожалуйста !	2561
Ну что же, в целом я приятно удивлен LTE от @Beeline_RUS, и покрытие хорошее и работает. Жаль только что мест без 3G и LTE в Москве много	1	билайн	ну что же , в целом я приятно удивлен lte от билайн , и покрытие хорошее и работает . жаль только что мест без 3 g и lte в москве много	2562
RT @DisLikefuka: «Билайн» включил LTE для владельцев новых iPhone и iPad	1	билайн	билайн включил lte для владельцев новых iphone и ipad	2563
@Beeline_RUS спасибо, я уже сам дозвонился и всё разрешили, хоть я был и неправ. Абонентскую плату списали, деньги вернули!	1	билайн	билайн спасибо , я уже сам дозвонился и вс разрешили , хоть я был и неправ . абонентскую плату списали , деньги вернули !	2564
@macov_net  делайте! лично мне приятнее вам денежку в кармашек положить,чем билайну	-1	билайн	делайте ! лично мне приятнее вам денежку в кармашек положить , чем билайн	2565
Наконец-то! Реклама не врет, он существует! LTE от #Beeline ! http://t.co/w4IZQwYfDr	1	билайн	наконец-то ! реклама не врет , он существует ! lte от билайн !	2566
dir300 — говно. Корбина/билайн с PPTP — говно. Вместе — сказочное говно.	-1	билайн	dir 300 говно . билайн с pptp говно . вместе сказочное говно .	2567
@nnikiforov а зачем она если давно есть билайн вай вай? К тому же частично бесплатный.	1	билайн	а зачем она если давно есть билайн вай вай ? к тому же частично бесплатный .	2568
@Beeline_RUS конечно не было, вы сами подключаете платные услуги постоянно. Так и сгорают деньги абонентов! #билайн	-1	билайн	билайн конечно не было , вы сами подключаете платные услуги постоянно . так и сгорают деньги абонентов ! билайн	2569
RT @vufykyryxyc: Теперь услуга Чат у операторов Мегафон, Билайн и МТС совместна и бесплатна до 1 июля 2009	1	билайн	теперь услуга чат у операторов мегафон , билайн и мтс совместна и бесплатна до 1 июля 2009	2570
RT @vufykyryxyc: Теперь услуга Чат у операторов Мегафон, Билайн и МТС совместна и бесплатна до 1 июля 2009	1	мтс	теперь услуга чат у операторов мегафон , билайн и мтс совместна и бесплатна до 1 июля 2009	2571
@Beeline_RUS хотелось купить именно в офисе, а не с доставкой на дом. Почему на сайте нету номеров телефона ваших офисов чтобы позвонить? =)	-1	билайн	билайн хотелось купить именно в офисе , а не с доставкой на дом . почему на сайте нету номеров телефона ваших офисов чтобы позвонить ? )	2572
А тем временем, мне одобрили переход со своим номером из Ростелекома в Билайн http://t.co/AQAEYgPp1q	-1	ростелеком	а тем временем , мне одобрили переход со своим номером из ростелеком в билайн	2573
@Beeline_RUS Ростов-на-дону, постоянно. невозможно обновить программы, загрузить новости и т.д.	-1	билайн	билайн ростов-на-дону , постоянно . невозможно обновить программы , загрузить новости и т . д .	2574
@Beeline_RUS добрый день!Мобильный интернет!Доступ появился,скорость нормализовалась! Спасибо! #билайн	1	билайн	билайн добрый день ! мобильный интернет ! доступ появился , скорость нормализовалась ! спасибо ! билайн	2575
@Beeline_RUS а по телефону сказали, что на services@beeline.ru надо скидывать... больше двух недель возвращаете.	-1	билайн	билайн а по телефону сказали , что на билайн . ru надо скидывать ... больше двух недель возвращаете .	2576
RT @synthetic_idiot: Кхм. Оригинальное приложение Киноход на iOS 6 уже недоступно. Выручает приложение от... БИЛАЙНА!!!	1	билайн	кхм . оригинальное приложение киноход на ios 6 уже недоступно . выручает приложение от ... билайн !!!	2577
подключил безлимитный интернет билайна на свой samsung galaxy s4 теперь буду постить всякие тупые фоточки)))	1	билайн	подключил безлимитный интернет билайн на свой samsung galaxy s 4 теперь буду постить всякие тупые фоточки ) ) )	2578
"@Beeline_RUS нах они не уперлись - ваши ""Черно-белые списки""! Просто прекратите поддержку спам-агрегаторов!"	-1	билайн	билайн нах они не уперлись - ваши черно-белые списки ! просто прекратите поддержку спам-агрегаторов !	2579
RT @Beeline_RUS: Давайте не будем оставаться в стороне http://t.co/9zl7Gm44vh и сделаем маленькое чудо для больных детей. Подробнее: http:/…	0	билайн	билайн : давайте не будем оставаться в стороне и сделаем маленькое чудо для больных детей . подробнее :	2580
RT @gageronupol: Звонили из Билайна. Помешали готовить рагу v.2; спросили когда я наконец подключусь к их интернету. Пришлось спросить ког	-1	билайн	звонили из билайн . помешали готовить рагу v . 2 спросили когда я наконец подключусь к их интернету . пришлось спросить ког	2581
А еще мне лень класть деньги на билайн. Вот просто лень	0	билайн	а еще мне лень класть деньги на билайн . вот просто лень	2582
@Beeline_RUS а вот почему при движении от Полежаевской до Кузьминок у вас E и иногда 3G а у @MegaFonCorp и@ru_mts LTE?) а ваше на плакатах!)	-1	билайн	билайн а вот почему при движении от полежаевской до кузьминок у вас e и иногда 3 g а у мегафон мтс lte ? ) а ваше на плакатах ! )	2583
@Beeline_RUS а вот почему при движении от Полежаевской до Кузьминок у вас E и иногда 3G а у @MegaFonCorp и@ru_mts LTE?) а ваше на плакатах!)	1	мегафон	билайн а вот почему при движении от полежаевской до кузьминок у вас e и иногда 3 g а у мегафон мтс lte ? ) а ваше на плакатах ! )	2584
@helloaikooou месяц пользовался билайном, нормальный интернет, не жаловался,	1	билайн	месяц пользовался билайн , нормальный интернет , не жаловался ,	2585
RT @zuqiqunigyc: По сотовой связи, БВК дома хер где поймаешь, а билайн все деления кажет.	1	билайн	по сотовой связи , бвк дома хер где поймаешь , а билайн все деления кажет .	2586
Американские iPhone 5s и 5с работают в LTE-сети Билайн http://t.co/Mr2JPoHV6z #iphoneиipad	1	билайн	американские iphone 5 s и 5 с работают в lte-сети билайн	2587
3-ий МТС отказывается нормально функционировать. Зашибись. Нужно срочно менять симку... Хотя бы на тот же Билайн...	1	билайн	3-ий мтс отказывается нормально функционировать . зашибись . нужно срочно менять симку ... хотя бы на тот же билайн ...	2588
3-ий МТС отказывается нормально функционировать. Зашибись. Нужно срочно менять симку... Хотя бы на тот же Билайн...	-1	мтс	3-ий мтс отказывается нормально функционировать . зашибись . нужно срочно менять симку ... хотя бы на тот же билайн ...	2589
@Beeline_RUS а вот почему при движении от Полежаевской до Кузьминок у вас E и иногда 3G а у @MegaFonCorp и@ru_mts LTE?) а ваше на плакатах!)	1	мтс	билайн а вот почему при движении от полежаевской до кузьминок у вас e и иногда 3 g а у мегафон мтс lte ? ) а ваше на плакатах ! )	2590
"#mts_ua
Только закончились деньги, а тут бац. В чем подвох? Но все же спасибо. http://t.co/Flp018MUCY"	0	мтс	мтс только закончились деньги , а тут бац . в чем подвох ? но все же спасибо .	2591
Сеть МТС готова к включению LTE на iPhone — вице-президент МТС	0	мтс	сеть мтс готова к включению lte на iphone вице-президент мтс	2592
"МТС в ближайшее время запустит 4G ддя iPhone 5s/5c. Осталось подождать еще чуть-чуть!
#МТС #MTS #4G #LTE #Russia #Россия"	0	мтс	мтс в ближайшее время запустит 4 g ддя iphone 5 s 5 c . осталось подождать еще чуть-чуть ! мтс мтс	2593
"Ну хоть МТС 
Лучше бы мне это кое- кто другой писал http://t.co/lHDGfqL31P"	0	мтс	ну хоть мтс лучше бы мне это кое- кто другой писал	2594
похоже даже мтс узнал... http://t.co/4ZVyHClmcO	0	мтс	похоже даже мтс узнал ...	2595
Всяко 31 декабря МТС мне пришлёт смс с поздравлениями, вот всяко	0	мтс	всяко 31 декабря мтс мне пришл т смс с поздравлениями , вот всяко	2596
Мне мтс пожелали хорошего дня ^^	0	мтс	мне мтс пожелали хорошего дня	2597
RT @AZaitsewa: МТС единственный кто пишет мне сегодня	0	мтс	мтс единственный кто пишет мне сегодня	2598
RT @kotchuprik: МТС и Стрельниково это круто. Стабильный EDGE.	0	мтс	мтс и стрельниково это круто . стабильный edge .	2599
И мтс желает удачного дня)	0	мтс	и мтс желает удачного дня )	2600
Чего это МТС на комплименты потянуло http://t.co/izyHSyGC87	0	мтс	чего это мтс на комплименты потянуло	2601
Даю: модемы - Мегафон, МТС и Связной универсальный (для всех операторов подойдет) / Получаю: вкусняхи, сигареты, в.. http://t.co/xP4VLW1t02	0	мтс	даю : модемы - мегафон , мтс и связной универсальный ( для всех операторов подойдет ) получаю : вкусняхи , сигареты , в ..	2602
Даю: модемы - Мегафон, МТС и Связной универсальный (для всех операторов подойдет) / Получаю: вкусняхи, сигареты, в.. http://t.co/xP4VLW1t02	0	мегафон	даю : модемы - мегафон , мтс и связной универсальный ( для всех операторов подойдет ) получаю : вкусняхи , сигареты , в ..	2603
перечислить деньги с мтс на мтс http://t.co/QGCblnwZLI	0	мтс	перечислить деньги с мтс на мтс	2604
Владельцы планшетов Apple с МТС также получили доступ к LTE	0	мтс	владельцы планшетов apple с мтс также получили доступ к lte	2605
МТС запустил сеть LTE в Хабаровском крае http://t.co/qp18QqUaqX сайт @igadget_in_ua	0	мтс	мтс запустил сеть lte в хабаровском крае сайт	2606
Рекордное количество звонков и SMS-сообщений в сети «МТС Россия» в новогоднюю ночь	0	мтс	рекордное количество звонков и sms-сообщений в сети мтс россия в новогоднюю ночь	2607
Почему автомобили от МТС и Nestea выигрывают одни и те же люди? http://t.co/3TGZo5bhh0	0	мтс	почему автомобили от мтс и nestea выигрывают одни и те же люди ?	2608
RT @ninja_samuray: @ZurabMasudov @gulnara_protiv @doppelganger_ss @Jetdasha @50_anvar @13viva @UZPolitic офшоров продавших МТС свою долю яв…	0	мтс	офшоров продавших мтс свою долю яв	2609
@sutegizifijo, Оператор МТС приступил к тестированию совершенно новой методики построения сотовой сети	0	мтс	оператор мтс приступил к тестированию совершенно новой методики построения сотовой сети	2610
RT @irenxzutala: МТС представил LTE-смартфон и планшет	0	мтс	мтс представил lte-смартфон и планшет	2611
@yakudzablr МТС vs life:) — я бы брал симку и шел по обычным местам обитания с живым тестом. Пользуюсь обоими, от лайфа впечатления лучше.	0	мтс	мтс vs life :) я бы брал симку и шел по обычным местам обитания с живым тестом . пользуюсь обоими , от лайфа впечатления лучше .	2612
@skostarev @mike_bog @ru_mts спасибо! Будем надеяться!!!	0	мтс	мтс спасибо ! будем надеяться !!!	2613
@Eduard_Islamov У тебя МТС работает? А связь пропадала?	0	мтс	у тебя мтс работает ? а связь пропадала ?	2614
Почему автомобили от МТС и Nestea выигрывают одни и те же люди?	0	мтс	почему автомобили от мтс и nestea выигрывают одни и те же люди ?	2615
#sledui Да, Салехард, пожалуй, город с самым медленным мобильным интернетом во всей России. У МТС иногда выскакивает 3G, реже - у Мег...	0	мтс	да , салехард , пожалуй , город с самым медленным мобильным интернетом во всей россии . у мтс иногда выскакивает 3 g , реже - у мег ...	2616
На МТС больше никогда не пойду☝️	-1	мтс	на мтс больше никогда не пойду	2617
"Пока идет акция безлимитный интернет ""БИТ"" от МТС до 31 октября всего за 100 рублей в месяц, решил подключить себе тоже."	0	мтс	пока идет акция безлимитный интернет бит от мтс до 31 октября всего за 100 рублей в месяц , решил подключить себе тоже .	2618
"RT @pavelsheremet: В МТС-Украина говорят, что телефоны @ukrpravda_news заблокирован по ""неизвестным техническим причинам"". МТС в руках спец…"	0	мтс	в мтс -украина говорят , что телефоны заблокирован по неизвестным техническим причинам . мтс в руках спец	2619
@by_mts возможно в ближайшем будущем ее активация?	0	мтс	мтс возможно в ближайшем будущем ее активация ?	2620
МТС представил LTE-смартфон и планшет	0	мтс	мтс представил lte-смартфон и планшет	2621
скажите смысл платного общение на мтс услуги общение	0	мтс	скажите смысл платного общение на мтс услуги общение	2622
МТС мягко блокирует	0	мтс	мтс мягко блокирует	2623
@MpMilya ахаааххахахп мтс соблязнает ?	0	мтс	ахаааххахахп мтс соблязнает ?	2624
Новости от МТС — вместо желтых галстуков и платочков сотрудникам выдадут красное нижнее белье. В дресс код для сотруднико	0	мтс	новости от мтс вместо желтых галстуков и платочков сотрудникам выдадут красное нижнее белье . в дресс код для сотруднико	2625
RT @asidubal: *mobile Отвратительный у местного провайдера GPRS/EDGE даже авторизоваться в Я.онлайн не могу приходится пользоваться MTS	0	мтс	mobile отвратительный у местного провайдера gprs edge даже авторизоваться в я . онлайн не могу приходится пользоваться мтс	2626
Блять, мне звонит номер мтс и говорит что он из компании киевстар. Короче я его немного послала..	0	мтс	блять , мне звонит номер мтс и говорит что он из компании киевстар . короче я его немного послала ..	2627
RT @Bumer686mika: МТС тоже включил LTE для iPad Air и iPad mini Retina	0	мтс	мтс тоже включил lte для ipad air и ipad mini retina	2628
RT @CeaNsTyLe: #База телефонов мтс беларусь онлайн http://t.co/zD8PH7hpbE	0	мтс	телефонов мтс беларусь онлайн	2629
Мобильный интернет Шрёдингера от МТС 	0	мтс	мобильный интернет шр дингера от мтс	2630
Власти снизили цену госдоли МТС до $863 млн	0	мтс	власти снизили цену госдоли мтс до 863 млн	2631
Боже,Диана купила мтс и будем еще больше трындеть, брааат	0	мтс	боже , диана купила мтс и будем еще больше трындеть , брааат	2632
МТС позволила абонентам подключать на одну sim-карту несколько номеров	0	мтс	мтс позволила абонентам подключать на одну sim-карту несколько номеров	2633
RT @lyasan_pro: Похоже сегодня #мтс сошел с ума, так как инет работает нормально! Отлично я бы даже сказала! (Не думала, что такое скажу)	1	мтс	похоже сегодня мтс сошел с ума , так как инет работает нормально ! отлично я бы даже сказала ! ( не думала , что такое скажу )	2634
Alcatel 332 wap картинки мтс http://t.co/Dbh7I6dYua #Кузбасс	0	мтс	alcatel 332 wap картинки мтс	2635
узнать фио по номеру сотового телефона мтс кировской области бесплатно http://t.co/WFubzV8KWa	0	мтс	узнать фио по номеру сотового телефона мтс кировской области бесплатно	2636
@Nekrasova_Ya, почтовый идентификатор - 63096169454388. ^ИА #МТС	0	мтс	почтовый идентификатор - 63096169454388 . иа мтс	2637
"http://t.co/Is0kqOkYCd 3gsw для мтс скачать торрент
 http://t.co/Is0kqOkYCd"	0	мтс	3 gsw для мтс скачать торрент	2638
#программа mts connect скачать http://t.co/x4Nfrnw0Ug	0	мтс	мтс connect скачать	2639
Инвестиции в создание опытной зоны в Кировской области со стороны МТС составили 10 млн руб	0	мтс	инвестиции в создание опытной зоны в кировской области со стороны мтс составили 10 млн руб	2640
Мой результат на http://t.co/9Jm6NbizBf: #speedtest #мтс это как? http://t.co/N6mQJrvyOe	0	мтс	мой результат на мтс это как ?	2641
RT @plushev: APPS-блог: Обзор планшета МТС 1078 http://t.co/kaODWsvm6M	0	мтс	apps-блог : обзор планшета мтс 1078	2642
#RuFollowBack Абоненты МТС смогут подключать на одну SIM-карту до тр��х номеров #ЧитаюВзаимно	0	мтс	абоненты мтс смогут подключать на одну sim-карту до тр х номеров	2643
@ru_mts Через мобильное приложение! http://t.co/8sgTCEKmHu	0	мтс	мтс через мобильное приложение !	2644
МТС вдвое снизил ежемесячный платеж за планшет Ritmix RMD-1058: Мобильный оператор МТС предлагает приобрести п... http://t.co/uAMl35UhOT	0	мтс	мтс вдвое снизил ежемесячный платеж за планшет ritmix rmd-1058 : мобильный оператор мтс предлагает приобрести п ...	2645
http://t.co/7LCkl7ekxB #скачать игры на мтс 916 андроид 2.2	0	мтс	игры на мтс 916 андроид 2.2	2646
Одному мне кажется, что у девочки с рекламы МТС в лифте нет руки?	0	мтс	одному мне кажется , что у девочки с рекламы мтс в лифте нет руки ?	2647
@nervnvs @ru_mts вот новость об этом http://t.co/LgAJ5TYz5h	0	мтс	мтс вот новость об этом	2648
RT @Fallasypire: МТС представил LTE-смартфон и планшет	0	мтс	мтс представил lte-смартфон и планшет	2649
МТС в 2014-15 гг. вложит в расширение и модернизацию сети в Ставропольском крае более 2 млрд руб.	0	мтс	мтс в 2014-15 гг . вложит в расширение и модернизацию сети в ставропольском крае более 2 млрд руб .	2650
МТС вдвое снизил ежемесячный платеж за планшет Ritmix RMD-1058	0	мтс	мтс вдвое снизил ежемесячный платеж за планшет ritmix rmd-1058	2651
МТС хочет, чтобы регулятор рассмотрел вопрос о соответствии Skype российским лицензионным требованиям	0	мтс	мтс хочет , чтобы регулятор рассмотрел вопрос о соответствии skype российским лицензионным требованиям	2652
@nnikiforov в где же LTE в iPhone 5S в МТС и Мегафон? Или для этого решение - перенос?)	0	мтс	в где же lte в iphone 5 s в мтс и мегафон ? или для этого решение - перенос ? )	2653
@narodnaya_volya Светланка Калинкина, у меня был скайп - теперь нет. Мой моб. МТС 8-33-3821-05	0	мтс	светланка калинкина , у меня был скайп - теперь нет . мой моб . мтс 8-33-3821-05	2654
@nnikiforov в где же LTE в iPhone 5S в МТС и Мегафон? Или для этого решение - перенос?)	0	мегафон	в где же lte в iphone 5 s в мтс и мегафон ? или для этого решение - перенос ? )	2655
МТС так и делает “@DmitriyDS: @DuDlik_SPB @MegaFonCorp им лучше вернуть деньги в случае претензии, чем отказываться от таких процентов”	0	мегафон	мтс так и делает мегафон им лучше вернуть деньги в случае претензии , чем отказываться от таких процентов	2656
«МТС Украина» и «Киевстар» активно взялись за создание сопутствующей инфраструктуры для внедрения 3G http://t.co/GlLuD3p94N	0	мтс	мтс украина и киевстар активно взялись за создание сопутствующей инфраструктуры для внедрения 3 g	2657
RT @by_mts: Беларусь стала 62-ой страной, в которой поддерживается HD voice #mtspress	0	мтс	мтс : беларусь стала 62-ой страной , в которой поддерживается hd voice мтс	2658
Поменять тариф можно онлайн, а чтобы отключить спам надо придти лично. #mts	0	мтс	поменять тариф можно онлайн , а чтобы отключить спам надо придти лично . мтс	2659
"мтс мне желает хорошего дня 
вовремя блять"	-1	мтс	мтс мне желает хорошего дня вовремя блять	2660
http://t.co/rmhlaW5NUv Ca-42 dku-2 dku-5 для телефонов nokia http://t.co/mtSS0SIkn0	0	мтс	ca-42 dku-2 dku-5 для телефонов nokia мтс	2661
МТС так и делает “@DmitriyDS: @DuDlik_SPB @MegaFonCorp им лучше вернуть деньги в случае претензии, чем отказываться от таких процентов”	0	мтс	мтс так и делает мегафон им лучше вернуть деньги в случае претензии , чем отказываться от таких процентов	2662
RT @gomes58rusvaso: МТС тоже включил LTE для iPad Air и iPad mini Retina	0	мтс	мтс тоже включил lte для ipad air и ipad mini retina	2663
Житель Подмосковья подал в суд на вышку МТС #news	0	мтс	житель подмосковья подал в суд на вышку мтс	2664
"Перевел гуглом ""яйцо"" на испанский. Правильный логотип себе МТС выбрал."	0	мтс	перевел гуглом яйцо на испанский . правильный логотип себе мтс выбрал .	2665
Интернет от МТС заработал когда я начал набирать Билайн. #заговор #конкуренция #здравыйсмысл	0	мтс	интернет от мтс заработал когда я начал набирать билайн .	2666
#Ахахахаха у @Beeline_RUS #скорость 3g лучше, чем 4g	0	билайн	у билайн 3 g лучше , чем 4 g	2667
"Сеть Beeline в Новый Год обслужила около 15 миллионов звонков: ЗАО ""АрменТел"" (торговая марка Beeline) сообщае... http://t.co/eOdTTpGqco"	0	билайн	сеть билайн в новый год обслужила около 15 миллионов звонков : зао арментел ( торговая марка билайн ) сообщае ...	2668
Грешновато как то получилось)) RT @ekozlov: У меня отличная фотография с новогоднего корпоратива @Beeline_RUS! http://t.co/BZnik1y8nG	0	билайн	грешновато как то получилось ) ) у меня отличная фотография с новогоднего корпоратива билайн !	2669
@_Beeline_kz я сменил план на Первый столичный, но почему у меня постоянно уходят деньги за использование интернета? 50 Мб должно быть	0	билайн	билайн я сменил план на первый столичный , но почему у меня постоянно уходят деньги за использование интернета ? 50 мб должно быть	2670
В Новогоднюю ночь «Билайн» зафиксировал рекордные показатели	0	билайн	в новогоднюю ночь билайн зафиксировал рекордные показатели	2671
Интернет от МТС заработал когда я начал набирать Билайн. #заговор #конкуренция #здравыйсмысл	0	билайн	интернет от мтс заработал когда я начал набирать билайн .	2672
RT @fuckingsun: @yamoneynews молодцы, как всегда. починили спам-фильтр от #билайн	0	билайн	молодцы , как всегда . починили спам-фильтр от билайн	2673
"А Хабр удалил этот текст - http://t.co/YA0RKaiL08 - когда он набрал за 20 мин. +29, 4200 просмотров и почти попал в ""Лучшее"". :-/ #Билайн"	0	билайн	а хабр удалил этот текст - - когда он набрал за 20 мин . 29, 4200 просмотров и почти попал в лучшее . : - билайн	2674
RT @boribuhoc: Сеть Beeline в Новый Год обслужила около 15 миллионов звонков	0	билайн	сеть билайн в новый год обслужила около 15 миллионов звонков	2675
"RT @SPotresov: #MNP Кто сколько ""перебежчиков"" принял (вся Россия): Билайн-504, Мегафон-1104, МТС-810, Ростелеком-5, СМАРТС-1, Таттелеком-1…"	0	билайн	кто сколько перебежчиков принял ( вся россия ) : билайн -504 , мегафон -1104 , мтс -810 , ростелеком -5 , смартс-1 , таттелеком-1	2676
"RT @SPotresov: #MNP Кто сколько ""перебежчиков"" принял (вся Россия): Билайн-504, Мегафон-1104, МТС-810, Ростелеком-5, СМАРТС-1, Таттелеком-1…"	0	мтс	кто сколько перебежчиков принял ( вся россия ) : билайн -504 , мегафон -1104 , мтс -810 , ростелеком -5 , смартс-1 , таттелеком-1	2677
"RT @SPotresov: #MNP Кто сколько ""перебежчиков"" принял (вся Россия): Билайн-504, Мегафон-1104, МТС-810, Ростелеком-5, СМАРТС-1, Таттелеком-1…"	0	мегафон	кто сколько перебежчиков принял ( вся россия ) : билайн -504 , мегафон -1104 , мтс -810 , ростелеком -5 , смартс-1 , таттелеком-1	2678
"RT @SPotresov: #MNP Кто сколько ""перебежчиков"" принял (вся Россия): Билайн-504, Мегафон-1104, МТС-810, Ростелеком-5, СМАРТС-1, Таттелеком-1…"	0	ростелеком	кто сколько перебежчиков принял ( вся россия ) : билайн -504 , мегафон -1104 , мтс -810 , ростелеком -5 , смартс-1 , таттелеком-1	2679
