text	label	rus_entity	text_tok	textID
http://t.co/Igzn6LeQpE minecraft портал в райффайзенбанк	0	райффайзенбанк	minecraft портал в райффайзенбанк	507
"http://t.co/xaLxC7pnSr Попавшие под санкции ""Россельхозбанк"" и ""Газпромбанк"" просят господдержки"	0	россельхозбанк	попавшие под санкции россельхозбанк и газпромбанк просят господдержки	508
"http://t.co/xaLxC7pnSr Попавшие под санкции ""Россельхозбанк"" и ""Газпромбанк"" просят господдержки"	0	газпромбанк	попавшие под санкции россельхозбанк и газпромбанк просят господдержки	509
"7 августа 2014, 14:13, Travel.ru  - 
 Оплата консульского сбора на визу в США через банк ВТБ 24 больше невозможна: это связано с включение"	-1	втб	7 августа 2014, 14 : 13 , travel . ru - оплата консульского сбора на визу в сша через банк втб больше невозможна : это связано с включение	510
RT @Mi_Vida_Mi: Сейчас зашла в сбер и за 5 мин все сделала. Не вероятно но факт:)	1	сбербанк	сейчас зашла в сбербанк и за 5 мин все сделала . не вероятно но факт :)	511
"""Россельхозбанк"" (РСХБ) и ""Газпромбанк"" просят государственной поддержки в связи с наложенными на них санкциями, пишет газета ""Ведомости""."	0	россельхозбанк	россельхозбанк россельхозбанк ) и газпромбанк просят государственной поддержки в связи с наложенными на них санкциями , пишет газета ведомости .	512
#новости Сбербанк опровергает информацию о взрыве гранаты в одном из отделений Кургана: О взрыве в здании кред... http://t.co/ItVyTLNwuo	0	сбербанк	сбербанк опровергает информацию о взрыве гранаты в одном из отделений кургана : о взрыве в здании кред ...	513
#N Сбербанк открыл в Пскове 31 офис нового формата	1	сбербанк	сбербанк открыл в пскове 31 офис нового формата	514
Директор Нижегородского филиала ОАО «Россельхозбанк» встретился с руководством области	0	россельхозбанк	директор нижегородского филиала оао россельхозбанк встретился с руководством области	515
По состоянию на 4 августа годовой рост ИПЦ замедлился до 7.4% http://t.co/W06qf2008K #втб #ипц #банки	0	втб	по состоянию на 4 августа годовой рост ипц замедлился до 7.4 втб	516
«Россети» будут развивать сотрудничество с «Россельхозбанком» и «Ростехом»	0	россельхозбанк	россети будут развивать сотрудничество с россельхозбанк и ростехом	517
#iPhone #android Сбербанк сообщил о проведении 11 августа технологических работ  #iPad #Samsung	0	сбербанк	сбербанк сообщил о проведении 11 августа технологических работ	518
RT @rosbaltru: Канада расширила санкции в отношении России - ВТБ,Россельхозбанк,Банк Москвы и Национальный Коммерческий Банк (РНКБ) http:/…	-1	россельхозбанк	канада расширила санкции в отношении россии - втб россельхозбанк , банкмосквы и национальный коммерческий банк ( рнкб )	519
RT @rosbaltru: Канада расширила санкции в отношении России - ВТБ,Россельхозбанк,Банк Москвы и Национальный Коммерческий Банк (РНКБ) http:/…	-1	банкмосквы	канада расширила санкции в отношении россии - втб россельхозбанк , банкмосквы и национальный коммерческий банк ( рнкб )	520
RT @rosbaltru: Канада расширила санкции в отношении России - ВТБ,Россельхозбанк,Банк Москвы и Национальный Коммерческий Банк (РНКБ) http:/…	-1	втб	канада расширила санкции в отношении россии - втб россельхозбанк , банкмосквы и национальный коммерческий банк ( рнкб )	521
Александр Ивахинов: «У Россельхозбанка в Бурятии большой потенциал, и наша цель - его раскрыть»	1	россельхозбанк	александр ивахинов : у россельхозбанк в бурятии большой потенциал , и наша цель - его раскрыть	522
@sberbank Какому идиоту пришло в голову учить меня платить на сотовый в час тридцать ночи? Кто планирует у вас СМС-спам?	-1	сбербанк	сбербанк какому идиоту пришло в голову учить меня платить на сотовый в час тридцать ночи ? кто планирует у вас смс-спам ?	523
@brouillard1106 собираюсь в сбербанк и гулять хдд	0	сбербанк	собираюсь в сбербанк и гулять хдд	524
За первое полугодие 2014 года Сбербанк выдал ипотечных кредитов на сумму более 402 млрд рублей http://t.co/KxkNzBgjVy	0	сбербанк	за первое полугодие 2014 года сбербанк выдал ипотечных кредитов на сумму более 402 млрд рублей	525
Журнал Global Finance признал Сбербанк Онлайн лучшим розничным интернет-банком в России http://t.co/526AI5vrw6	1	сбербанк	журнал global finance признал сбербанк онлайн лучшим розничным интернет-банком в россии	526
http://t.co/UgJSQFTJMF Оформить кредитную карту втб 24 онлайн	0	втб	оформить кредитную карту втб онлайн	527
"RT @Creditam: Банк ВТБ парсит сайт ""Моя реклама"" и звонят по контактам предлагают кредиты, охренели #vtb #vtb24 #banks #credits"	-1	втб	банк втб парсит сайт моя реклама и звонят по контактам предлагают кредиты , охренели втб втб	528
Штрих-коды от Сбербанка позволят совершать платежи быстро и без ошибок: Сбербанк совместно с некоммерческим па... http://t.co/c6TXbV5oR7	1	сбербанк	штрих-коды от сбербанк позволят совершать платежи быстро и без ошибок : сбербанк совместно с некоммерческим па ...	529
http://t.co/sVai5acVhB Взять кредит сбербанк есть карта	0	сбербанк	взять кредит сбербанк есть карта	530
Ничего не меняется #сбербанк где оплатить госпошлину? В любое окно.вы принимаете?нет в любое окно. Выбор сократился до одного	-1	сбербанк	ничего не меняется сбербанк где оплатить госпошлину ? в любое окно . вы принимаете ? нет в любое окно . выбор сократился до одного	531
Новости банков: Сбербанк Онлайн делает отдых пермяков удобнее  #банки #кредиты	1	сбербанк	новости банков : сбербанк онлайн делает отдых пермяков удобнее	532
Вот вам и безопасность карт с чипом... Да, @alfa_bank ? http://t.co/xvglKJh2S3	-1	альфабанк	вот вам и безопасность карт с чипом ... да , альфабанк ?	533
@cameo1over Укажите, пожалуйста, нам на social@alfabank.ru номер карты, когда и в какой офис подходили. Попробуем выяснить, как все было.	0	альфабанк	укажите , пожалуйста , нам на альфабанк . ru номер карты , когда и в какой офис подходили . попробуем выяснить , как все было .	534
Сейчас зашла в сбер и за 5 мин все сделала. Не вероятно но факт:)	1	сбербанк	сейчас зашла в сбербанк и за 5 мин все сделала . не вероятно но факт :)	535
Офис банка втб 24 http://t.co/6ul9rIGqK4	0	втб	офис банка втб	536
"Сбербанк и Sberbank CIB оказали поддержку ""Дальэнергомашу""  http://t.co/IHiHkA7tWb #Сбербанк #энергооборудование #Европа"	0	сбербанк	сбербанк и сбербанк cib оказали поддержку дальэнергомашу сбербанк	537
Банк Москвы решил снабдить отечественными картами своих сотрудников. На «всякий случай»	0	банкмосквы	банкмосквы решил снабдить отечественными картами своих сотрудников . на всякий случай	538
Ипотечные кредиты в альфа банке http://t.co/6JBznpfY2Q	0	альфабанк	ипотечные кредиты в альфабанк банке	539
Кредитные программы банка втб 24 http://t.co/LLuGoNxJdX	0	втб	кредитные программы банка втб	540
б б б боооль (@ Сбербанк - @sberbank in Moscow) https://t.co/wacLTN1IVy	-1	сбербанк	б б б боооль ( сбербанк - сбербанк in moscow )	541
я сегодня ходил в сбербанк за картой, там оч милая девушка работала с:	0	сбербанк	я сегодня ходил в сбербанк за картой , там оч милая девушка работала с :	542
RT @MNaumov18: Сбербанк приглашает кировских предпринимателей на бизнес-семинары	0	сбербанк	сбербанк приглашает кировских предпринимателей на бизнес-семинары	543
Россельхозбанк и Газпромбанк из-за санкций обратились за поддержкой к правительству - Интерфакс http://t.co/jGJ9fCl6XI	0	россельхозбанк	россельхозбанк и газпромбанк из-за санкций обратились за поддержкой к правительству - интерфакс	544
Россельхозбанк и Газпромбанк из-за санкций обратились за поддержкой к правительству - Интерфакс http://t.co/jGJ9fCl6XI	0	газпромбанк	россельхозбанк и газпромбанк из-за санкций обратились за поддержкой к правительству - интерфакс	545
@alfa_bank Второй раз пытаюсь снять деньги с карты и банкомат просто возвращает карту! Нахожусь в лондоне! с чем это связано?	-1	альфабанк	альфабанк второй раз пытаюсь снять деньги с карты и банкомат просто возвращает карту ! нахожусь в лондоне ! с чем это связано ?	546
#США и их #санкции. #Ирония. #Сбербанк России приступил к выпуску банковских карт на базе российской платежной... http://t.co/LVQkeekNSW	0	сбербанк	и их сбербанк россии приступил к выпуску банковских карт на базе российской платежной ...	547
Льготный кредит автомобиль сбербанк http://t.co/eraCQpFhUR	0	сбербанк	льготный кредит автомобиль сбербанк	548
Узнать статус заявки кредита втб 24 http://t.co/UritwUUxWU	0	втб	узнать статус заявки кредита втб	549
кредитная карта альфа банка	0	альфабанк	кредитная карта альфабанк банка	550
Россельхозбанк снизил ставки по кредитам для владельцев личных подсобных хозяйств (ЛПХ). Наибольшие изменения коснулись займов на сроки от	1	россельхозбанк	россельхозбанк снизил ставки по кредитам для владельцев личных подсобных хозяйств ( лпх ) . наибольшие изменения коснулись займов на сроки от	551
Пенсионный кредит сбер банка россии http://t.co/6PsenNgMRA	0	сбербанк	пенсионный кредит сбербанк банка россии	552
RT @vawavadeduku: http://t.co/CDWjAvbcXK Сбербанк начал выпуск карт на базе российской платежной системы&amp;#8230;	1	сбербанк	сбербанк начал выпуск карт на базе российской платежной системы amp	553
"Новости банков: #Россельхозбанк в пять раз увеличит присутствие в Москве и Подмосковье к концу 2020 года 

#еда
http://t.co/qp6xeORbno"	1	россельхозбанк	новости банков : россельхозбанк в пять раз увеличит присутствие в москве и подмосковье к концу 2020 года	554
Процентная ставка на кредиты сбербанк http://t.co/ZGF0cWF6dB	0	сбербанк	процентная ставка на кредиты сбербанк	555
Кредит без поручителей втб 24 http://t.co/B14Wy5tIb0	0	втб	кредит без поручителей втб	556
Кредит на месяц альфа банк http://t.co/9DrWWOQXIz	0	альфабанк	кредит на месяц альфабанк банк	557
Россельхозбанк снизил ставки по кредитам личным подсобным хозяйствам #K	0	россельхозбанк	россельхозбанк снизил ставки по кредитам личным подсобным хозяйствам	558
http://t.co/64GBv09ET7 Втб 24 новосибирск взять кредит калькулятор	0	втб	втб новосибирск взять кредит калькулятор	559
Россельхозбанк открывает дополнительные офисы в Москве и Подмосковье	0	россельхозбанк	россельхозбанк открывает дополнительные офисы в москве и подмосковье	560
Как и другие банки, Сбербанк увеличивает выдачу ипотечных кредитов и по банковским картам. Впрочем, прибыль российской банковской системы в	0	сбербанк	как и другие банки , сбербанк увеличивает выдачу ипотечных кредитов и по банковским картам . впрочем , прибыль российской банковской системы в	561
RT @picryac: ВТБ 24 прекратил прием консульских сборов за оформление виз США	-1	втб	втб прекратил прием консульских сборов за оформление виз сша	562
Новости: Сбербанк и ВТБ не планируют допвыпуски акций  #вести	0	втб	новости : сбербанк и втб не планируют допвыпуски акций	563
Новости: Сбербанк и ВТБ не планируют допвыпуски акций  #вести	0	сбербанк	новости : сбербанк и втб не планируют допвыпуски акций	564
RT @bm_twit: @mr_izmal Карта БМ? Вам необходимо обратиться в службу поддержки, заблокировать карту, после изъятия её передадут вам и разбло…	0	банкмосквы	банкмосквы : карта бм ? вам необходимо обратиться в службу поддержки , заблокировать карту , после изъятия ее передадут вам и разбло	565
CGI Group: Проводить визовые сборы США через ВТБ 24 запретил Госдеп	-1	втб	cgi group : проводить визовые сборы сша через втб запретил госдеп	566
Пятница (@ Сбербанк - @sberbank in Якутск) https://t.co/OzdVTvY5J8	0	сбербанк	пятница ( сбербанк - сбербанк in якутск )	567
http://t.co/ooZ4GwVgPD Взять кредит райффайзенбанк железногорск	0	райффайзенбанк	взять кредит райффайзенбанк железногорск	568
Потребительский кредит сбербанк онлайн заявка http://t.co/EMZeRmS6UX	0	сбербанк	потребительский кредит сбербанк онлайн заявка	569
RT @dufitosyfyju: Сбербанк застрахует имущество на полтриллиона рублей	0	сбербанк	сбербанк застрахует имущество на полтриллиона рублей	570
Россельхозбанк и Газпромбанк после санкций попросили поддержки&amp;#8230;	0	россельхозбанк	россельхозбанк и газпромбанк после санкций попросили поддержки amp	571
Россельхозбанк и Газпромбанк после санкций попросили поддержки&amp;#8230;	0	газпромбанк	россельхозбанк и газпромбанк после санкций попросили поддержки amp	572
http://t.co/bLXkx6cH37 Россельхозбанквзять кредит в москве без регистрации	0	россельхозбанк	россельхозбанк кредит в москве без регистрации	573
#ru_ff СберБанк на комиссии до 10 % заработает на этом деле, если нет рублевой карты.	0	сбербанк	сбербанк на комиссии до 10 заработает на этом деле , если нет рублевой карты .	574
"http://t.co/mEj7xLa0nS Сбербанк конвертирует субординированный кредит ВЭБа в ""вечные бонды"""	0	сбербанк	сбербанк конвертирует субординированный кредит вэба в вечные бонды	575
http://t.co/5EINKaO5Yj Взять кредит в альфа банке бобруйска	0	альфабанк	взять кредит в альфабанк банке бобруйска	576
Новости банков: Сбербанк не видит необходимости привлечения дополнительного акционерного капитала путем в...  #банки #кредиты	0	сбербанк	новости банков : сбербанк не видит необходимости привлечения дополнительного акционерного капитала путем в ...	577
Редакция газеты«Загородные вести» Индустриальные парки Тульской области поддержит Сбербанк России http://t.co/qMGjAzvfOT с помощью @zagvesti	0	сбербанк	редакция газеты загородные вести индустриальные парки тульской области поддержит сбербанк россии с помощью	578
Оплатить кредит через сбербанк онлайн http://t.co/YsQubh88X9	0	сбербанк	оплатить кредит через сбербанк онлайн	579
СМИ: банки просят господдержки из-за введенных против них санкций.Россельхозбанк (РСХБ) и Газпромбанк попросили о государственной поддержке	0	россельхозбанк	сми : банки просят господдержки из-за введенных против них россельхозбанк россельхозбанк ) и газпромбанк попросили о государственной поддержке	580
СМИ: банки просят господдержки из-за введенных против них санкций.Россельхозбанк (РСХБ) и Газпромбанк попросили о государственной поддержке	0	газпромбанк	сми : банки просят господдержки из-за введенных против них россельхозбанк россельхозбанк ) и газпромбанк попросили о государственной поддержке	581
RT @kolureqihyh: Сбербанк допустил повышение ставок по кредитам	-1	сбербанк	сбербанк допустил повышение ставок по кредитам	582
Россельхозбанк наращивает сеть филиалов в столичном регионе	1	россельхозбанк	россельхозбанк наращивает сеть филиалов в столичном регионе	583
Жилищное кредитование сбербанк вологда http://t.co/NmM0ePRM1N	0	сбербанк	жилищное кредитование сбербанк вологда	584
Газпромбанк и Россельхозбанк намерены получить господдержку.Банки хотят получить помощь в связи с введенными США и Евросоюзом санкциями.	-1	газпромбанк	газпромбанк и россельхозбанк намерены получить господдержку . банки хотят получить помощь в связи с введенными сша и евросоюзом санкциями .	585
Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций: Россельхозбанк (РСХБ) и Газпромбанк попросили о государственной ...	-1	газпромбанк	россельхозбанк и газпромбанк попросили о господдержке из-за санкций : россельхозбанк россельхозбанк ) и газпромбанк попросили о государственной ...	586
Банк втб 24 кредиты на жилье http://t.co/2QzAdqAGzC	0	втб	банк втб кредиты на жилье	587
Райффайзен банк ростов http://t.co/bxtAzFUULF	0	райффайзенбанк	райффайзенбанк банк ростов	588
http://t.co/dYWgFDvQ4C Взять кредит наличными уралсиб банк	0	уралсиб	взять кредит наличными уралсиб банк	589
Кредиты в втб 24 банк http://t.co/4Z2WOKR4O1	0	втб	кредиты в втб банк	590
Авто кредит от альфа банка http://t.co/V6I3W0vAPj	0	альфабанк	авто кредит от альфабанк банка	591
Кредит сбербанк г железнодорожный http://t.co/AOniuJsgvg	0	сбербанк	кредит сбербанк г железнодорожный	592
Канадские власти ввели дополнительные санкции. В &amp;quot;черный список&amp;quot; попали ВТБ, &amp;quot;Банк Москвы&amp;quot; и &amp;quot;Добролет&amp;quot;	-1	банкмосквы	канадские власти ввели дополнительные санкции . в черный список попали втб , банкмосквы и добролет	593
Канадские власти ввели дополнительные санкции. В &amp;quot;черный список&amp;quot; попали ВТБ, &amp;quot;Банк Москвы&amp;quot; и &amp;quot;Добролет&amp;quot;	-1	втб	канадские власти ввели дополнительные санкции . в черный список попали втб , банкмосквы и добролет	594
Сбербанк допустил повышение ставок по кредитам. Сбербанк может повысить ставки по кредитам из-за проблем с привлечением средств на рынке. З	-1	сбербанк	сбербанк допустил повышение ставок по кредитам . сбербанк может повысить ставки по кредитам из-за проблем с привлечением средств на рынке . з	595
RT @DianaSolberg1: «Банк Москвы» открыл новую программу для работников бюджетной сферы в Северной Осетии	1	банкмосквы	банкмосквы открыл новую программу для работников бюджетной сферы в северной осетии	596
Россельхозбанк снизил ставки по кредитам личным подсобным хозяйствам	1	россельхозбанк	россельхозбанк снизил ставки по кредитам личным подсобным хозяйствам	597
ВТБ 24 перестал принимать консульский сбор за визу США.Банк ВТБ 24 приостановил прием консульского сбора за визу США. В банке сообщили, что	-1	втб	втб перестал принимать консульский сбор за визу сша . банк втб приостановил прием консульского сбора за визу сша . в банке сообщили , что	598
http://t.co/pqg4nQjnXF Взять кредит в альфа банке под залог в находке	0	альфабанк	взять кредит в альфабанк банке под залог в находке	599
Условия ипотечного кредита сбербанк http://t.co/g2nAtCvtGr	0	сбербанк	условия ипотечного кредита сбербанк	600
Банк ВТБ 24 приостановил прием консульского сбора за визу США. Об этом «Ленте.ру» сообщил сотрудник колл-центра кредитной организации. По е	-1	втб	банк втб приостановил прием консульского сбора за визу сша . об этом ленте . ру сообщил сотрудник колл-центра кредитной организации . по е	601
Как открыть кредитную карту банк москвы http://t.co/A4oXD4kGgu	0	банкмосквы	как открыть кредитную карту банкмосквы	602
Россельхозбанк проводит совместную акцию с клубом «Астрон»	0	россельхозбанк	россельхозбанк проводит совместную акцию с клубом астрон	603
Рассчитать автокредит втб 24 http://t.co/ZBzPST6jdu	0	втб	рассчитать автокредит втб	604
Волгоградский Сбербанк принял участие в мероприятии День поля	0	сбербанк	волгоградский сбербанк принял участие в мероприятии день поля	605
RT @Zhekan_ukrop: Сбербанк http://t.co/EXsnnoPMYe	0	сбербанк	сбербанк	606
Кредит наличными в втб 24 http://t.co/094ENG2tBY	0	втб	кредит наличными в втб	607
RT @dabfastvatochi: кредит наличными казань сбербанк http://t.co/fjp7wi9uCN	0	сбербанк	кредит наличными казань сбербанк	608
http://t.co/c5TiyyF6Wy Взять кредит 60000 грн альфа банке	0	альфабанк	взять кредит 60000 грн альфабанк банке	609
RT @dennydov: РТС - 2.5%, Аэрофлот -5%, ВТБ -4.8%, Сбер -6.4%	-1	втб	ртс - 2.5 , аэрофлот -5 , втб -4.8 , сбербанк -6.4	610
Кредит наличными без справок сбербанк краснодар http://t.co/LzgBReadsO	0	сбербанк	кредит наличными без справок сбербанк краснодар	611
"Новости экономики: Банк ВТБ 24 прекратил оплату сборов за визу США
http://t.co/FeAi8dFsxH http://t.co/bfhbCqds8w"	-1	втб	новости экономики : банк втб прекратил оплату сборов за визу сша	612
Банк москвы отзывы http://t.co/NJVb49ANWo	0	банкмосквы	банкмосквы отзывы	613
Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/bDDe7osUHB http://t.co/ckfL0AcChe	-1	россельхозбанк	россельхозбанк и газпромбанк попросили о господдержке из-за санкций	614
Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/bDDe7osUHB http://t.co/ckfL0AcChe	-1	газпромбанк	россельхозбанк и газпромбанк попросили о господдержке из-за санкций	615
http://t.co/8bpdGMAO6z Россельхозбанк взять кредит наличными	0	россельхозбанк	россельхозбанк взять кредит наличными	616
Экспресс кредит сбербанк г чебоксары http://t.co/7fPrbP5QkV	0	сбербанк	экспресс кредит сбербанк г чебоксары	617
Кредитный отдел сбербанк иркутск ленина http://t.co/NRDqANseaM	0	сбербанк	кредитный отдел сбербанк иркутск ленина	618
Кредитные карты альфа банк отзывы http://t.co/MhKPmBjbDt	0	альфабанк	кредитные карты альфабанк банк отзывы	619
RT @dennydov: РТС - 2.5%, Аэрофлот -5%, ВТБ -4.8%, Сбер -6.4%	-1	сбербанк	ртс - 2.5 , аэрофлот -5 , втб -4.8 , сбербанк -6.4	620
RT @deubugefedev: взять кредит наличными втб 24 http://t.co/wtyAYWQ3Sz	0	втб	взять кредит наличными втб	621
http://t.co/cTeZDtdNtP Взять кредит в втб 24 новосибирск	0	втб	взять кредит в втб новосибирск	622
Северо западный сбербанк кредит http://t.co/P8fUlYYLaW	0	сбербанк	северо западный сбербанк кредит	623
Условия по кредиту сбер банк http://t.co/j2d582DHjm	0	сбербанк	условия по кредиту сбербанк банк	624
Нижний новгород сбербанк кредит http://t.co/68jT7KN56t	0	сбербанк	нижний новгород сбербанк кредит	625
Юго западный сбербанк кредитный калькулятор http://t.co/3wUevJtbjJ	0	сбербанк	юго западный сбербанк кредитный калькулятор	626
Процентная ставка по кредитам сбер банка http://t.co/8xRJKgUbkT	0	сбербанк	процентная ставка по кредитам сбербанк банка	627
Банк москвы г новокузнецк кредиты http://t.co/yfzPWSdS11	0	банкмосквы	банкмосквы г новокузнецк кредиты	628
Кредиты россельхозбанка юридическим лицам http://t.co/i6NJrEo9XU	0	россельхозбанк	кредиты россельхозбанк юридическим лицам	629
Райффайзенбанк принимает решение по кредиту http://t.co/IZ0JLsQXSA	0	райффайзенбанк	райффайзенбанк принимает решение по кредиту	630
Ипотечные кредиты сбер банк http://t.co/kqrvrEvZQE	0	сбербанк	ипотечные кредиты сбербанк банк	631
"Канада ввела санкции в отношении ВТБ, Россельхозбанка, ""Банка Москвы"" и Российского Национального Коммерческого Банка. Об этом сообщает пре"	-1	россельхозбанк	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	632
"Канада ввела санкции в отношении ВТБ, Россельхозбанка, ""Банка Москвы"" и Российского Национального Коммерческого Банка. Об этом сообщает пре"	-1	банкмосквы	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	633
"Канада ввела санкции в отношении ВТБ, Россельхозбанка, ""Банка Москвы"" и Российского Национального Коммерческого Банка. Об этом сообщает пре"	-1	втб	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	634
Канада ввела санкции в отношении ВТБ, Россельхозбанка, «Банка Москвы» и Российского Национального Коммерческого Банка. Об этом сообщает пре	-1	россельхозбанк	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	635
Канада ввела санкции в отношении ВТБ, Россельхозбанка, «Банка Москвы» и Российского Национального Коммерческого Банка. Об этом сообщает пре	-1	банкмосквы	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	636
Канада ввела санкции в отношении ВТБ, Россельхозбанка, «Банка Москвы» и Российского Национального Коммерческого Банка. Об этом сообщает пре	-1	втб	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	637
"В канадский санкционный список попали ВТБ, ""Банк Москвы"" и ""Добролет"": Канадские власти ввели дополнительные с... http://t.co/ZjCMZ6BCLP"	-1	банкмосквы	в канадский санкционный список попали втб , банкмосквы и добролет : канадские власти ввели дополнительные с ...	638
"В канадский санкционный список попали ВТБ, ""Банк Москвы"" и ""Добролет"": Канадские власти ввели дополнительные с... http://t.co/ZjCMZ6BCLP"	-1	втб	в канадский санкционный список попали втб , банкмосквы и добролет : канадские власти ввели дополнительные с ...	639
RT @rgrus: ВТБ 24 прекратил прием платежей за визы США  http://t.co/9sa7s47fcU	-1	втб	втб прекратил прием платежей за визы сша	640
РОССИЙСКИЙ РЫНОК – ИТОГИ ТОРГОВ: Очередной обвал рынка акций. В лидерах Сбербанк и ВТБ:... http://t.co/UccU01vZvs http://t.co/ItNn3wgw9H	-1	втб	российский рынок итоги торгов : очередной обвал рынка акций . в лидерах сбербанк и втб : ...	641
РОССИЙСКИЙ РЫНОК – ИТОГИ ТОРГОВ: Очередной обвал рынка акций. В лидерах Сбербанк и ВТБ:... http://t.co/UccU01vZvs http://t.co/ItNn3wgw9H	-1	сбербанк	российский рынок итоги торгов : очередной обвал рынка акций . в лидерах сбербанк и втб : ...	642
"RT @Spaspb: Канада включила в санкционный список ""Добролет"", ВТБ, Банк Москвы и Нургалиева http://t.co/hwBAYKDH5Y"	-1	банкмосквы	канада включила в санкционный список добролет , втб , банкмосквы и нургалиева	643
Условия по кредиту сбербанк россии http://t.co/nSJrE5DMlU	0	сбербанк	условия по кредиту сбербанк россии	644
"RT @Spaspb: Канада включила в санкционный список ""Добролет"", ВТБ, Банк Москвы и Нургалиева http://t.co/hwBAYKDH5Y"	-1	втб	канада включила в санкционный список добролет , втб , банкмосквы и нургалиева	645
Правительство Канады в среду объявило о расширении санкционного списка против РФ, добавив в него, в частности, ВТБ, Россельхозбанк, Б...	-1	россельхозбанк	правительство канады в среду объявило о расширении санкционного списка против рф , добавив в него , в частности , втб , россельхозбанк , б ...	646
Правительство Канады в среду объявило о расширении санкционного списка против РФ, добавив в него, в частности, ВТБ, Россельхозбанк, Б...	-1	втб	правительство канады в среду объявило о расширении санкционного списка против рф , добавив в него , в частности , втб , россельхозбанк , б ...	647
RT @itass: ВТБ 24 прекратил прием платежей за визы США http://t.co/DjPODBM2UJ	-1	втб	втб прекратил прием платежей за визы сша	648
Данные о кредитах в альфа банке http://t.co/vS7B7zrJq0	0	альфабанк	данные о кредитах в альфабанк банке	649
RT @rusplt: Канада ввела санкции против ВТБ, Россельхозбанка и «Добролёта» http://t.co/KolaMo1tpx	-1	россельхозбанк	канада ввела санкции против втб , россельхозбанк и добролета	650
Правительство отказалось от идеи разделить Россельхозбанк (РСХБ) на коммерческий банк и институт развития. Профильные ведомства, которым бы	0	россельхозбанк	правительство отказалось от идеи разделить россельхозбанк россельхозбанк ) на коммерческий банк и институт развития . профильные ведомства , которым бы	651
Льготный автокредит калькулятор сбербанк http://t.co/eZfbaYNUJg	0	сбербанк	льготный автокредит калькулятор сбербанк	652
Г липецк сбербанк кредиты http://t.co/9bDttiSgn1	0	сбербанк	г липецк сбербанк кредиты	653
Банк москвы в петрозаводске кредит http://t.co/jE1Wygi3RX	0	банкмосквы	банкмосквы в петрозаводске кредит	654
Кредит в уралсиб банк http://t.co/G6JhlmFRRA	0	уралсиб	кредит в уралсиб банк	655
Юрий Яковлев назначен председателем правления  ОАО Банка ВТБ (Азербайджан).Решением Наблюдательного совета ОАО Банк ВТБ (Азербайджан) Юрий	0	втб	юрий яковлев назначен председателем правления оао банка втб ( азербайджан ) . решением наблюдательного совета оао банк втб ( азербайджан ) юрий	656
