id	sentence	label	tonal_word	textID
193	у меня location - 1 с :	нейтрально	мтс	194
1940	location - 1 фурычит в отдельных частях крыма . и то не сказать что хорошо фурычит .	нейтрально	мтс	1941
1941	location - 1 -украина принимает меры по восстановлению связи в симферополе	нейтрально	мтс	1942
1942	location - 1 -украина принимает меры по восстановлению связи в симферополе	нейтрально	мтс	1943
1943	location - 1 -украина принимает меры по восстановлению связи в симферополе : в компании добавили , ...	нейтрально	мтс	1944
1944	лежат почти все провайдеры , в т . ч . укртелеком . плат жные терминалы не работают . location - 1 не ловит ,	отрицательно	мтс	1945
1945	100 location - 1 -украина принимает меры по восстановлению связи в симферополе	нейтрально	мтс	1946
1946	location - 1 украина : связи у абонентов крыма нет по техпричинам	отрицательно	мтс	1947
1947	мобильный оператор location - 1 -украина сообщил о технических проблемах в крыму , из-за чего сегодня в симферополе пропала связь . в настоящее в	отрицательно	мтс	1948
1948	location - 1 запустил сеть lte в казани	положительно	билайн	1949
1949	5 августа , во вторник , абоненты компании location - 1 -украина остались без сети . эксперты раздела новости украины онлайн-журнала биржевой лидер	отрицательно	мтс	1950
194	портал smotriege . ru , специально созданный оао location - 1 по инициативе рособрнадзора , для просмотра в режиме реального времени интернет-т	нейтрально	ростелеком	195
1950	в настоящее время в крыму отсутствует мобильная связь location - 1	отрицательно	мтс	1951
1951	связь у симферопольских абонентов location - 1 -украина пропала из-за того , что не работает угловой объект связи , который обеспечивает работу именн	отрицательно	мтс	1952
1952	location - 1 , lte , казань :	нейтрально	билайн	1953
1953	оператор сотовой связи location - 1 -украина отключил свою сеть в симферополе и в течение 48 часов прекратит работу в остальных регионах крыма .	отрицательно	мтс	1954
1954	location - 1 -украина принимает меры по восстановлению связи в симферополе : в компании добавили , что в настоящий момен ...	нейтрально	мтс	1955
1955	location - 1 подтвердил отключение сети в крыму	отрицательно	мтс	1956
1956	я тоже не хочу на location - 1 оставаться , ибо там частенько в неизвестном направлении пропадают деньги со сч та .	отрицательно	мтс	1957
1957	location - 1 и alcatel onetouch представляют новый смартфон pop s 7 нта-приволжье - компания location - 1 совместно с mediatek	нейтрально	мегафон	1958
1958	мобильный оператор location - 1 прекратит работу в крыму за 48 часов : как сообщало агентство е-крым , сегодня с ...	отрицательно	мтс	1959
1959	мобильный оператор location - 1 прекратит работу в крыму за 48 часов	отрицательно	мтс	1960
195	но тебя не вернуть все равно да и как то уже будет сто пудово не то надо забыть эти цифры location - 1 но перед этим услышать твой голос мне надо	нейтрально	билайн	196
1960	мобильный оператор location - 1 прекратит работу в крыму за 48 часов	отрицательно	мтс	1961
1961	location - 1 -украина под покровом ночи отключила мобильную связь в симферополе	отрицательно	мтс	1962
1962	новости location - 1 -украина отключил сеть в симферополе , на очереди весь крым	отрицательно	мтс	1963
1963	роутер wifi location - 1	нейтрально	билайн	1964
1964	за услугу будь в курсе ежедневная плата составит 50 копеек . услуга будь в курсе будет переименована в будь в курсе . location - 1	нейтрально	билайн	1965
1965	location - 1 украина прокомментировала отключение своей сети в симферополе	нейтрально	мтс	1966
1966	location - 1 -украина принимает меры по восстановлению связи в симферополе	нейтрально	мтс	1967
1967	location - 1 -украина принимает меры по восстановлению связи в симферополе	нейтрально	мтс	1968
1968	в настоящее время в крыму отсутствует мобильная связь location - 1 : компания location - 1 заявила о том , что они пока не имеют т ...	отрицательно	мтс	1969
1969	location - 1 сообщил об утере контроля над своими станциями в крыму : есть ряд технических проблем , которые нужно исправ ...	отрицательно	мтс	1970
196	location - 1 ну и что вам их задавать , если вы не отвечаете ) ) ) вот и ругаюсь на контактный центр , ибо это единственный доступ нормальный к вам )	отрицательно	мтс	197
1970	location - 1 -украина заявляет о безуспешных попытках восстановить мобильную связь в симферополе	отрицательно	мтс	1971
1971	location - 1 украина пытается восстановить связь в симферополе : оператор выясняет причины отсутствия ...	отрицательно	мтс	1972
1972	в крыму заявили , что location - 1 -украина полностью уйдет с полуострова за двое суток	отрицательно	мтс	1973
1973	location - 1 -украина заявляет о безуспешных попытках восстановить мобильную связь в симферополе	отрицательно	мтс	1974
1974	location - 1 подал через лк заявку на смену тарифа , конечно ничего не сменилось , прошло часа два . 9643647836 , надо тариф все по 150	отрицательно	билайн	1975
1975	новые окна подарили благотворители location - 1 красногородской школе-интернату	нейтрально	ростелеком	1976
1976	с сайта location - 1 пытаюсь отправить смс . и знаете что ? это совсем не получается	отрицательно	мтс	1977
1977	в настоящее время в крыму отсутствует мобильная связь location - 1	отрицательно	мтс	1978
1978	в крыму в течение ближайших двух суток ожидается прекращение работы оператора мобильной связи location - 1 .	отрицательно	мтс	1979
1979	location - 1 -украина заявляет о безуспешных попытках восстановить мобильную связь в симферополе	отрицательно	мтс	1980
197	решил перейти на location - 1 , пользуясь услугой переноса номера . имеются в друзьях пользователи location - 1 ? как связь работает ? жалобы есть ?	положительно	мегафон	198
1980	location - 1 сообщил об утере контроля над своими станциями в крыму	отрицательно	мтс	1981
1981	location - 1 сообщил об утере контроля над своими станциями в крыму	отрицательно	мтс	1982
1982	location - 1 реорганизует розничную сеть . через полтора года каждый 10-й ее салон будет обслуживать в первую очередь действующих абонентов , а продаж	положительно	мтс	1983
1983	location - 1 сообщил об утере контроля над своими станциями в крыму : мобильный оператор location - 1 -украина сообщил о техническ ...	отрицательно	мтс	1984
1984	location - 1 сообщил об утере контроля над своими станциями в крыму	отрицательно	мтс	1985
1985	location - 1 -украина принимает меры по восстановлению связи в симферополе	нейтрально	мтс	1986
1986	наша сим-карта оператора location - 1 -украина , не смотря на предупреждения об отключении , работает . а вот в симферополе , говорят , уже нет связи .	положительно	мтс	1987
1987	лежат почти все провайдеры , в т . ч . укртелеком . плат жные терминалы не работают . location - 1 не ловит , лайф - кое-как можн	отрицательно	мтс	1988
1988	location - 1 -украина принимает меры по восстановлению связи в симферополе	нейтрально	мтс	1989
1989	location - 1 -украина сегодня ночью прекратил обслуживание абонентов в крыму . это 57 из 3 млн номеров на полуострове .	отрицательно	мтс	1990
198	а вы знали , что location - 1 предлагает в рекламе следить за человеком ? интересно про вмешательство в личную жизнь .	отрицательно	мегафон	199
1990	location - 1 запустил сеть 4 g в тамбове и мичуринске	положительно	билайн	1991
1991	location - 1 , киевстар и life не планируют отключать крымчан	нейтрально	мтс	1992
1992	location - 1 -украина принимает меры по восстановлению связи в симферополе	нейтрально	мтс	1993
1993	location - 1 -украина принимает меры по восстановлению связи в симферополе	нейтрально	мтс	1994
1994	у нас в городе отключили связь , location - 1 - украины у нас больше нет	отрицательно	мтс	1995
1995	location - 1 сообщил об утере контроля над своими станциями в крыму мобильный оператор location - 1 -украина сообщил о технических проблемах в крыму ,	отрицательно	мтс	1996
1996	location - 1 мошенники с ваших номеров	отрицательно	ростелеком	1997
1997	в крыму перестал обслуживать абонентов сотовый оператор location - 1 -украина . при попытке набрать номер симферопольские клиенты мт	отрицательно	мтс	1998
1998	location - 1 вернется на рынок мобильных услуг узбекистана напомним , что в связи с лишением лицензии в 2012 году , дочернему предприятию оао	положительно	мтс	1999
1999	в симферополе пропала мобильная связь location - 1	отрицательно	мтс	2000
199	олечка , если будет желание и время у нас обеих пересечься где-нить в теплом калужском месте - звони 8-980-712-59-60 - это мой номер , location - 1 .	нейтрально	мтс	200
19	теперь location - 1 !	нейтрально	мтс	20
1	мтс , location - 1 , билайн	нейтрально	мегафон	2
2000	так у джеосела и у магти . как дело обстоит у location - 1 , не в курсе , но у них в грузии 3 g нет вообще , максимум - edge , а это несерь зно .	отрицательно	билайн	2001
2001	байка location - 1 . пора национализировать !	нейтрально	мтс	2002
2002	location - 1 украина в течение 2 х дней выключит связь в крыму . киевстар пока держится , но давление огромное . life молодцы отбиваю	отрицательно	мтс	2003
2003	сочувствую location - 1 украина . невозможно работать когда люди с автоматами пытаются вырубить оборудование и нервничают . причем	положительно	мтс	2004
2004	кого тут еще location - 1 обдирает ? погнали в салон и культурно пизды им дадим	отрицательно	мтс	2005
2005	в симферополе не работает location - 1 , в компании говорят о технических проблемах	отрицательно	мтс	2006
2006	location - 1 -украина в течение двух суток может прекратить работу в крыму	отрицательно	мтс	2007
2007	компания location - 1 совместно с mediatek и alcatel onetouch представили смартфон pop s 7 с поддержкой lte . это первый 4 g-смартфон на базе чип	нейтрально	мегафон	2008
2008	мобильный оператор location - 1 -украина прекратил работу в крыму . 5 августа , во вторник , абоненты компании location - 1 -украина остались без сети . эксперт	отрицательно	мтс	2009
2009	был сегодня в гостях у клиента ... очень откликается слоган ! молодцы ребята ! location - 1	положительно	мегафон	2010
200	российские спецслужбы следят за всеми абонентами location - 1 -украина	отрицательно	мтс	201
2010	location - 1 украина : связи у абонентов крыма нет по техпричинам	отрицательно	мтс	2011
2011	проукраинские крымчане обвинили location - 1 -украина во лжи и требуют заблокировать оператора по всей украине : активисты организации евромайд ...	отрицательно	мтс	2012
2012	сегодня в тренде - посты с новым номером телефона . прощай , location - 1 украина	отрицательно	мтс	2013
2013	location - 1 объявила об увеличении с начала 2014 г . протяженности собственных волоконно-оптических линий связи ( волс ) в сибири на 800 км . нов ...	положительно	мтс	2014
2014	location - 1 в сибири за полгода построила 800 км новых волоконно-оптических линий связи	положительно	мтс	2015
2015	location - 1 замкнул кольцо волс в ростовской области	положительно	мегафон	2016
2016	услуга hi-line станет доступна жителям общины шванидзор : до середины августа текущего года location - 1 завершит ра ...	положительно	билайн	2017
2017	в кирове location - 1 улучшает клиентский сервис	положительно	билайн	2018
2018	location - 1 : коротко о главном : наша карта 4 g растет ! плюс тамбов , мичуринск , абакан , черногорск и казань : http :	положительно	билайн	2019
2019	симферополь : абоненты location - 1 остались без связи абоненты компании location - 1 -украина из симферополя сегодня утром , 5 августа , остались без	отрицательно	мтс	2020
201	впереди день города чебоксары . location - 1 традиционно займет центровую площадку города . велком - )	нейтрально	мегафон	202
2020	абоненты location - 1 в киеве жалуются на проблемы со связью : в среду утром , 5 августа , в киеве некоторые пользователи ...	отрицательно	мтс	2021
2021	ох , прямо настроение с утра улучшилось ) ) душой сопровождала каждый удар ) заколебал тупой location - 1 .. и про балалайку клево !	отрицательно	билайн	2022
2022	крымские власти заявили об отключении украинского location - 1 в симферополе	отрицательно	мтс	2023
2023	location - 1 : у нас с 1 августа в некоторых тарифах есть изменения ! проверьте свой по списку или в кабинете : http	нейтрально	билайн	2024
2024	услуга hi-line станет доступна жителям общины шванидзор : до середины августа текущего года location - 1 завершит ра ...	положительно	билайн	2025
2025	в оккупированном симферополе прекратил работу мобильный оператор location - 1 -украина location - 1	отрицательно	мтс	2026
2026	мобильный оператор location - 1 -украина прекратил работу в крыму	отрицательно	мтс	2027
2027	абоненты location - 1 в киеве жалуются на проблемы со связью в пресс-службе мобильного оператора отрицают какие-либо перебои .	отрицательно	мтс	2028
2028	location - 1 на всей территории вднх , начиная от выхода из метро , нет интернета , хотя значок 3 g есть , подключения нет	отрицательно	мегафон	2029
2029	билайн ваша есть , а вот location - 1 нет )	отрицательно	мегафон	2030
202	location - 1 вышла на орбиту	нейтрально	мтс	203
2030	location - 1 ваша есть , а вот мегафон нет )	положительно	билайн	2031
2031	location - 1 список может быть бесконечен .	нейтрально	билайн	2032
2032	у на . location - 1 . новогодний опт за 12-13 тыщ . точно не помню . и весь год не чешусь . скорость правда смешная . но какая уж есть .	нейтрально	ростелеком	2033
2033	вчера я переш л с медленного интернета на от ! ( оператор location - 1	положительно	мтс	2034
2034	в крыму отключили location - 1 -украина	отрицательно	мтс	2035
2035	location - 1 почему всегда внезапно и в конце рабочего дня ! ! ! неужели об этом нельзя было предупредить заранее ! ! тех поддержка не работает ! ! !	отрицательно	мтс	2036
2036	абонентами location - 1 стали более 30 тысяч жителей ноябрьска ноябрьск	положительно	ростелеком	2037
2037	это ваш провайдер нерасторопен . location - 1 , наверное . мой блог расблокирован в тот же день !	отрицательно	ростелеком	2038
2038	location - 1 украина заявили официально , что из крыма идти не собираются	нейтрально	мтс	2039
2039	1550 заявок от студентов ведущих вузов страны поступило на прохождение практики в location - 1 подводит итоги летней стажировки location - 1 pra	нейтрально	теледва	2040
203	игру gta вай сити на телефон location - 1 970 андроид 4.1 без активации	нейтрально	мтс	204
2040	location - 1 украина опровергает информацию , что компания добровольно уходит из крыма . в симферополе location - 1 украина пытается наладить свою работу , но п	отрицательно	мтс	2041
2041	абоненты location - 1 в киеве жалуются на проблемы со связью	отрицательно	мтс	2042
2042	у моей тети location - 1 украина работает . у кого барахлит , у кого все нормально .	нейтрально	мтс	2043
2043	а в красном ключе и вообще за пределами города разве есть та ? location - 1 момеды на 3 g итд переключаются , а та вроде просто не работала .	нейтрально	мегафон	2044
2044	zaletchikya location - 1 украина заявили официально , что из крыма идти не собираются	нейтрально	мтс	2045
2045	location - 1 -украина под покровом ночи отключила мобильную связь в симферополе утром , 5 августа , сбылись страшные опасения многих кр	отрицательно	мтс	2046
2046	location - 1 перестанет работать в крыму и поэтому все мне присылают деньги , спасибо	отрицательно	мтс	2047
2047	вот почему сегодня у меня были такие проблемы со скоростью интернета оказывается . похоже location - 1 , который меня ...	отрицательно	мегафон	2048
2048	ржд , location - 1 и стивидоры самые громкие дела фас за полгода	отрицательно	ростелеком	2049
2049	полностью отсутствует сеть location - 1 ? пробовали найти сеть вручную через меню аппарата . c н location - 1	нейтрально	мтс	2050
204	в лисичанске снова есть location - 1 . а в р-не остановки шсу есть точка ohuenniylisichansk с паролем lisichansk	положительно	мтс	205
2050	компании лишена технической возможности осуществлять контроль над объектом связи .. location - 1 украина делает все возможное , чтобы восстановить с	отрицательно	мтс	2051
2051	какой процессор на location - 1	нейтрально	мтс	2052
2052	location - 1 -украина : мы принимаем меры для восстановления связи в симферополе	нейтрально	мтс	2053
2053	location - 1 почему в симферополе не работают карточки location - 1 украина ?	отрицательно	мтс	2054
2054	location - 1 украина : у абонентов крыма нет связи по техническим причинам	отрицательно	мтс	2055
2055	оператор location - 1 -украина в течение двух суток после отключения симферополя от сотовой сети прекратит работу в остальных регионах кр	отрицательно	мтс	2056
2056	location - 1 украина : у абонентов крыма нет связи по техническим причинам	отрицательно	мтс	2057
2057	украинский оператор мобильной связи location - 1 -украина объяснил причины отключения своих абонентов в симферополе . это связано с тем , ч	отрицательно	мтс	2058
2058	в location - 1 -украина отрицают свой уход из крыма	нейтрально	мтс	2059
2059	если надо , могу помочь , если ты переходишь в location - 1 . можем отследить заявку и сказать в чем проблемы . ты заявление то подал ?	положительно	мегафон	2060
205	получилось дозвониться по location - 1 из одессы !	положительно	мтс	206
2060	уж кто кто , а location - 1 про меня точно не забудет ! ) ) )	положительно	мтс	2061
2061	location - 1 должна вернуться в узбекистан к декабрю	положительно	мтс	2062
2062	утро 5 августа началось с новости - отключили location - 1 в крыму .. у меня работает ) ) ... странная ситуация - целый министр занялся пиар-акцией моби	нейтрально	мтс	2063
2063	также вы можете задать свой вопрос нам - постараемся помочь . сн location - 1	нейтрально	мтс	2064
2064	уважаемые абоненты и друзья location - 1 ! информация о прекращении нашей деятельности не соответствует де ..	нейтрально	билайн	2065
2065	абоненты location - 1 в киеве жалуются на проблемы со связью	отрицательно	мтс	2066
2066	крымские власти заявили об отключении украинского location - 1 в симферополе	отрицательно	мтс	2067
2067	на location - 1 бесплатно скачать	нейтрально	мтс	2068
2068	абоненты location - 1 жалуются на проблемы со связью	отрицательно	мтс	2069
2069	обожаю просыпаться от смс location - 1	нейтрально	мтс	2070
206	location - 1 проверила вологжан на честность . вологда location - 1 подводит итоги необычного эксперимента , прошедшего 5 июля 2014 года на пикнике voice	нейтрально	теледва	207
2070	норникель и location - 1 избавляются от долларов	нейтрально	мегафон	2071
2071	location - 1 украина прокомментировала отключение своей сети в симферополе	нейтрально	мтс	2072
2072	location - 1 спасибо ) )	положительно	мтс	2073
2073	напишите , пожалуйста , нам эти данные : проверим качество связи . сн location - 1	нейтрально	мтс	2074
2074	мтс -украина не уходит из крыма и пытается наладить связь в симферополе location - 1	нейтрально	мегафон	2075
2075	крымские власти заявили об отключении украинского location - 1 в симферополе	отрицательно	мтс	2076
2076	location - 1 -украина не уходит из крыма и пытается наладить связь в симферополе мегафон	нейтрально	мтс	2077
2077	спекуляция location - 1 карточками в	отрицательно	мтс	2078
2078	симферополь . очередь за росс . сим-картами . киевскому location - 1 желают таких секс . извращений , о которых они и не подозревают http	отрицательно	мтс	2079
2079	мобильный оператор location - 1 -украина сообщил о технических проблемах в крыму , из-за чего сегодня в симферополе пр	отрицательно	мтс	2080
207	location - 1 деньги на счет зачислились , но не снялись , соответственно , пакет так и не подключился	отрицательно	мегафон	208
2080	коломойский хочет национализировать киевстар , location - 1 и укртелеком , причем предприятия ахметки в первую очередь ...	нейтрально	мтс	2081
2081	location - 1 ты лучший !	положительно	билайн	2082
2082	location - 1 украина говорит , что уходить не собирается :	нейтрально	мтс	2083
2083	location - 1 кредит на 3 дня	нейтрально	мегафон	2084
2084	. location - 1 -украина принимает меры по восстановлению связи в симферополе	нейтрально	мтс	2085
2085	оператор location - 1 -украина ушел с крымского рынка мобильной связи	отрицательно	мтс	2086
2086	оператор location - 1 -украина ушел с крымского рынка мобильной связи	отрицательно	мтс	2087
2087	в крыму прекращено обслуживание клиентов location - 1 -украина	отрицательно	мтс	2088
2088	location - 1 таки рубанули . неужто начинают выполнять обещания ? location - 1	отрицательно	мтс	2089
2089	сегодня , 5 августа , как и было обещано , в крыму , в частности , в симферополе , перестал работать украинский мобильный оператор location - 1 -украина .	отрицательно	мтс	2090
208	location - 1 признан самым выгодным оператором в россии	положительно	теледва	209
2090	если бы это был переход от укр к росс location - 1 , то людям связь не обрывали . возможно , это вариант изоляции от украины , только вместо еды - связь .	отрицательно	мтс	2091
2091	у кого-то паранойя команда коломойского предлагает национализировать location - 1 и киевстар	нейтрально	мтс	2092
2092	у нас location - 1 не работает , киевстар вроде еще держится !	отрицательно	мтс	2093
2093	вместо одного вора-имбицила привели целую группу . а location - 1 молодцы , уже пора начинать что-то менять	отрицательно	мегафон	2094
2094	в челябинске и златоусте поменяли адреса центра продаж и обслуживания клиентов location - 1	нейтрально	ростелеком	2095
2095	команда коломойского предлагает национализировать location - 1 и с помощью	нейтрально	мтс	2096
2096	украинский location - 1 все-таки оставил крым без мобильной связи . неприятно , но паники нет . у большинства крымчан уже есть росс . с	отрицательно	мтс	2097
2097	на location - 1	нейтрально	теледва	2098
2098	location - 1 умер . умер ? ну и хуй с ним ! ! ! трррр	отрицательно	мтс	2099
2099	контрактная коррупция location - 1 ? российская телекоммуникационная компания , по мнению э	отрицательно	ростелеком	2100
209	сегодня я на экскурсии с цод уральского location - 1	нейтрально	мегафон	210
20	по украине самый популярный оператор киевстар , но на донбассе , по крайней мере , у ополченцев , location - 1 .	нейтрально	мтс	21
2100	команда коломойского предлагает национализировать location - 1 и киевстар	нейтрально	мтс	2101
2101	про мтс и location - 1 ничего сказать не могу , а билайн понравился . скорость хорошая , а насколько он стабилен , судить рано ...	нейтрально	ростелеком	2102
2102	про location - 1 и ростелеком ничего сказать не могу , а билайн понравился . скорость хорошая , а насколько он стабилен , судить рано ...	нейтрально	мтс	2103
2103	про мтс и ростелеком ничего сказать не могу , а location - 1 понравился . скорость хорошая , а насколько он стабилен , судить рано ...	положительно	билайн	2104
2104	у коломойского хотят национализировать киевстар и location - 1 . команда днепропетровского губернатора игоря кол	нейтрально	мтс	2105
2105	сотовый первопроходец из россии ступил на крымскую землю location - 1	положительно	мегафон	2106
2106	в симферополе отключилась сеть location - 1 -украина , в течение 48 часов оператор отключит весь крым полонский	отрицательно	мтс	2107
2107	полезная информация для абонентов location - 1 в крыму . добавляй себе на стену , чтобы не потерять ! сервисы мт ..	нейтрально	мтс	2108
2108	location - 1 реорганизует часть розничной сети в пользу обслуживания действующих абонентов	положительно	мтс	2109
2109	у меня location - 1 украина работает и все хорошо . что за паника и ажиатаж с российскими картами ? !	положительно	мтс	2110
210	спасибо . щас посмотрю , что у них там есть в location - 1 .	нейтрально	билайн	211
2110	location - 1 -украина прекращает работу в крыму	отрицательно	мтс	2111
2111	4 августа location - 1 слышат впервые про отключение связи в крыму : 5 августа связь отключается :	отрицательно	мтс	2112
2112	location - 1 960 скачать	нейтрально	мтс	2113
2113	location - 1 украина отключили ( ( переходим на life	отрицательно	мтс	2114
2114	в крыму перестала работать связь location - 1 -украина	отрицательно	мтс	2115
2115	location - 1 запустил lte в абакане и черногорске	положительно	билайн	2116
2116	в крыму отключили location - 1 -украина пясьд шь ! , я сь йавонава иньтярнету ва	отрицательно	мтс	2117
2117	узбекистан утвердил дорожную карту по созданию сп с location - 1 : в соответствии с документом , работы по созданию сп universal mobile system ...	нейтрально	мтс	2118
2118	узбекистан утвердил дорожную карту по созданию сп с location - 1	нейтрально	мтс	2119
2119	у коломойского хотят национализировать киевстар и location - 1 . команда днепропетровского губернатора игоря коло	нейтрально	мтс	2120
211	location - 1 это не нужно , еще и с фас проблемы будут	нейтрально	мегафон	212
2120	узбекистан утвердил дорожную карту по созданию сп с location - 1 : правительство узбекистана утвердило условия и сроки ...	нейтрально	мтс	2121
2121	узбекистан утвердил дорожную карту по созданию сп с location - 1 : правительство узбекистана утвердило условия и сроки ...	нейтрально	мтс	2122
2122	узбекистан утвердил дорожную карту по созданию сп с location - 1	нейтрально	мтс	2123
2123	location - 1 украины , как и предполагали , отключен	отрицательно	мтс	2124
2124	у location - 1 из-за кривого интервейса по и впихнутой туда рекламы даже баланс хрен проверишь . вспомнилось .	отрицательно	мегафон	2125
2125	location - 1 реорганизует часть розничной сети в пользу обслуживания действующих абонентов : москва , 5 ...	положительно	мтс	2126
2126	портал smotriege . ru будет работать в режиме просмотра архива портал smotriege . ru , специально созданный оао location - 1	нейтрально	ростелеком	2127
2127	location - 1 украина все таки отключили в крыму . вот и аста лависта : )	отрицательно	мтс	2128
2128	настройка айпи тв location - 1	нейтрально	ростелеком	2129
2129	отключили мобильную связь location - 1 , остался газ и свет	отрицательно	мтс	2130
212	финансовые результаты location - 1 соответствуют прогнозам компании	положительно	мегафон	213
2130	население крыма купило 800 тыс . российских сим-карт location - 1	нейтрально	мегафон	2131
2131	вэб приобрел 4 g-частоты для location - 1	положительно	ростелеком	2132
2132	опасается за свой бизнес в узбекистане российская компания location - 1 опасается за свой бизнес в узбекистане генеральная прокуратура страны	отрицательно	мтс	2133
2133	сегодня или завтра буду тестить скорость location - 1 на даче у меня	нейтрально	мтс	2134
2134	в трекере gps , в автономном подогревателе тож location - 1 .	нейтрально	мегафон	2135
2135	5 августа в конференц-холле ит-парка пройдет открытая пресс-конференция , посвященная запуску сети 4 g от location - 1	положительно	билайн	2136
2136	location - 1 запустил lte в абакане и черногорске	положительно	билайн	2137
2137	ребята , если кто не в курсе , то с августа у location - 1 наглым образом стала платной услуга будь в курсе . 0.5 р сутки . проверьте в своих лк .	отрицательно	билайн	2138
2138	коннект менеджер для свистков location - 1 надел т таакой убогой локализацией на английский ...	отрицательно	мтс	2139
2139	location - 1 подключает своих клиентов к лучшему европейскому мобильному интернету	положительно	мегафон	2140
213	оказывается location - 1 сейчас в жопе , сказали по новостям экономики . чую их та выкупит ) )	отрицательно	билайн	214
2140	в очереди в алло тетка : мне нужно поменять номер с украинского location - 1 на российский киевстар все логично , в прочем как всегда	отрицательно	мтс	2141
2141	предлагаю location - 1 взять меня оклад )	нейтрально	мегафон	2142
2142	ддааааааааа ! больше акушимы в дммд ! больше психа с location - 1 !	отрицательно	мегафон	2143
2143	у нас просто нормальный location - 1 981 , ну , эм ...	положительно	мтс	2144
2144	можно подумать , только location - 1 -юг такие сволочи , а в остальных компаниях сервис на европейском уровне .	отрицательно	ростелеком	2145
2145	пополнение location - 1 кредитные карты	нейтрально	мтс	2146
2146	как взять в кредит у location - 1	нейтрально	мегафон	2147
2147	freepo location - 1	нейтрально	ростелеком	2148
2148	таки доброе утро , сказал location - 1 и отключил всех украинских абонентов от сети в крыму .	отрицательно	мтс	2149
